Year,OSGR10km,Type,Species,Latitude(WGS84),Longitude(WGS84),Count,Forest Cover (%)
2012,NN00,Red,Red,56.18111125,-5.104236,16,0.544649386
2012,NN03,Red,Red,56.42616,-5.22648,1,0.259587687
2012,NN05,Red,Red,56.671219,-5.129451,1,0.373475293
2012,NN06,Red,Red,56.72463033,-5.2259035,13,0.299504326
2012,NN10,Red,Red,56.18663625,-4.97486925,12,0.436012357
2012,NN15,Red,Red,56.672439,-5.08057,1,0.098083028
2012,NN17,Red,Red,56.801939,-5.078086,1,0.310964359
2012,NN20,Grey,Grey,56.197067,-4.744288,1,0.275774059
2012,NN20,Red,Red,56.19268729,-4.797386446,57,0.275774059
2012,NN28,Red,Red,56.9494735,-4.9232995,6,0.281580597
2012,NN30,Grey,Grey,56.2155755,-4.725806,6,0.239134176
2012,NN30,Red,Red,56.22120325,-4.719675,17,0.239134176
2012,NN32,Red,Red,56.388267,-4.618687,1,0.238177188
2012,NN37,Red,Red,56.874297,-4.709792,1,0.165180477
2012,NN40,Red,Red,56.17901425,-4.438219125,11,0.477586155
2012,NN42,Red,Red,56.399568,-4.572624,1,0.149322357
2012,NN50,Red,Red,56.19346317,-4.364394567,41,0.527976203
2012,NN51,Red,Red,56.319364,-4.320281625,30,0.388966588
2012,NN52,Red,Red,56.387735,-4.3048706,16,0.240160195
2012,NN53,Red,Red,56.46339161,-4.315421581,36,0.179746914
2012,NN55,Red,Red,56.685645,-4.327978,3,0.468128324
2012,NN58,Red,Red,56.975427,-4.424205,1,0.197446678
2012,NN60,Grey,Grey,56.23889079,-4.199241208,26,0.317673331
2012,NN60,Red,Red,56.24303705,-4.223001516,88,0.317673331
2012,NN61,Red,Red,56.312492,-4.113618,2,0.038960964
2012,NN62,Red,Red,56.38818823,-4.1601277,33,0.084119623
2012,NN63,Red,Red,56.497825,-4.161288,2,0.09741195
2012,NN66,Red,Red,56.735239,-4.161578,1,0.109492584
2012,NN69,Red,Red,57.02737567,-4.181234667,4,0.199188536
2012,NN70,Grey,Grey,56.18883447,-4.020116421,19,0.30401815
2012,NN70,Red,Red,56.19153004,-4.00233028,27,0.30401815
2012,NN72,Grey,Grey,56.38056637,-3.992717567,30,0.229398951
2012,NN72,Red,Red,56.38442915,-4.02641635,20,0.229398951
2012,NN73,Grey,Grey,56.487076,-4.022779,1,0.015550701
2012,NN73,Red,Red,56.531539,-4.108164,2,0.015550701
2012,NN74,Red,Red,56.60702025,-4.04613825,4,0.324498172
2012,NN75,Red,Red,56.691769,-4.055632,2,0.293447326
2012,NN76,Red,Red,56.75533033,-4.079250333,5,0.418117602
2012,NN79,Red,Red,57.0663482,-4.1234776,7,0.190591006
2012,NN80,Red,Red,56.2326546,-3.8791206,10,0.137126195
2012,NN81,Red,Red,56.3068415,-3.849001,2,0.236147944
2012,NN82,Grey,Grey,56.37875533,-3.849453867,25,0.14397231
2012,NN82,Red,Red,56.3737177,-3.8484528,13,0.14397231
2012,NN84,Red,Red,56.606031,-3.8505975,6,0.331220158
2012,NN85,Red,Red,56.656251,-3.8293955,18,0.244975569
2012,NN86,Red,Red,56.77068812,-3.855072615,54,0.422130941
2012,NN89,Red,Red,57.0458,-3.855903,1,0.292671456
2012,NN90,Red,Red,56.22382033,-3.669293333,8,0.237428375
2012,NN91,Grey,Grey,56.290913,-3.722927,1,0.171364837
2012,NN91,Red,Red,56.304463,-3.7098215,6,0.171364837
2012,NN92,Grey,Grey,56.41454,-3.717691333,3,0.211420781
2012,NN92,Red,Red,56.41809861,-3.726003,23,0.211420781
2012,NN94,Red,Red,56.5653616,-3.6378222,9,0.536062011
2012,NN95,Grey,Grey,56.690923,-3.760540857,7,0.421215582
2012,NN95,Red,Red,56.69319893,-3.733285775,53,0.421215582
2012,NN96,Red,Red,56.73201525,-3.769928,4,0.114435342
2012,NO00,Red,Red,56.21495314,-3.532718714,10,0.325315484
2012,NO01,Grey,Grey,56.3269385,-3.5977235,2,0.233963337
2012,NO01,Red,Red,56.338568,-3.491042,8,0.233963337
2012,NO02,Grey,Grey,56.42553612,-3.543988059,17,0.218594493
2012,NO02,Red,Red,56.42039988,-3.554343471,20,0.218594493
2012,NO03,Grey,Grey,56.51695975,-3.5164905,5,0.201753146
2012,NO03,Red,Red,56.48562186,-3.516821714,7,0.201753146
2012,NO04,Grey,Grey,56.56310452,-3.578369048,24,0.369788833
2012,NO04,Red,Red,56.56775486,-3.584688907,62,0.369788833
2012,NO05,Red,Red,56.720722,-3.517279,5,0.128524074
2012,NO06,Red,Red,56.74941,-3.550972,1,0.193679366
2012,NO08,Red,Red,56.988485,-3.544445,1,0.050993501
2012,NO10,Grey,Grey,56.20948333,-3.376199333,3,0.076759514
2012,NO10,Red,Red,56.23027043,-3.388879143,23,0.076759514
2012,NO11,Grey,Grey,56.3151825,-3.39368675,6,0.153796274
2012,NO11,Red,Red,56.315206,-3.38525275,13,0.153796274
2012,NO12,Grey,Grey,56.40677688,-3.3794855,23,0.164696499
2012,NO12,Red,Red,56.41120743,-3.413871214,15,0.164696499
2012,NO13,Grey,Grey,56.49783726,-3.41257768,128,0.190279153
2012,NO13,Red,Red,56.51117252,-3.43372,23,0.190279153
2012,NO14,Grey,Grey,56.60539441,-3.345216773,24,0.136384102
2012,NO14,Red,Red,56.58609757,-3.3454343,40,0.136384102
2012,NO15,Red,Red,56.663052,-3.400472667,5,0.245170626
2012,NO16,Red,Red,56.7527075,-3.3951235,2,0.090105103
2012,NO19,Red,Red,57.003026,-3.381391,3,0.203243873
2012,NO20,Grey,Grey,56.228895,-3.1955864,9,0.150020785
2012,NO20,Red,Red,56.24592392,-3.184784692,14,0.150020785
2012,NO21,Grey,Grey,56.297796,-3.156065,2,0.13967205
2012,NO21,Red,Red,56.298184,-3.181370889,14,0.13967205
2012,NO22,Grey,Grey,56.401637,-3.248882667,3,0.067207426
2012,NO22,Red,Red,56.3973012,-3.2357152,6,0.067207426
2012,NO23,Grey,Grey,56.4790055,-3.1786605,2,0.177162768
2012,NO23,Red,Red,56.5029004,-3.206517,6,0.177162768
2012,NO24,Grey,Grey,56.58637534,-3.178694669,166,0.084138221
2012,NO24,Red,Red,56.61371118,-3.194775923,48,0.084138221
2012,NO25,Grey,Grey,56.641108,-3.202239,6,0.208072609
2012,NO25,Red,Red,56.67227536,-3.193207,20,0.208072609
2012,NO27,Red,Red,56.871242,-3.172107,2,0.109615141
2012,NO29,Red,Red,57.0392545,-3.222632,2,0.263151057
2012,NO30,Grey,Grey,56.192322,-3.051811,1,0.100008326
2012,NO30,Red,Red,56.24623833,-3.056871667,4,0.100008326
2012,NO31,Grey,Grey,56.296781,-3.007416,15,0.09870466
2012,NO31,Red,Red,56.30711592,-3.063892538,19,0.09870466
2012,NO32,Grey,Grey,56.421699,-3.014576667,6,0.062492866
2012,NO32,Red,Red,56.39801264,-3.016193429,34,0.062492866
2012,NO33,Grey,Grey,56.48191063,-3.036580125,11,0.106139225
2012,NO33,Red,Red,56.48125977,-3.027635682,42,0.106139225
2012,NO34,Grey,Grey,56.59833292,-3.102497083,13,0.107557369
2012,NO34,Red,Red,56.589617,-3.132813667,4,0.107557369
2012,NO35,Grey,Grey,56.682155,-3.073917,1,0.112913192
2012,NO35,Red,Red,56.67795387,-3.029369526,58,0.112913192
2012,NO36,Red,Red,56.74730133,-3.067409,3,0.159996286
2012,NO39,Red,Red,57.05167186,-3.054594857,8,0.377846937
2012,NO40,Grey,Grey,56.255138,-2.9384175,2,0.10475566
2012,NO40,Red,Red,56.237468,-2.900841,4,0.10475566
2012,NO41,Grey,Grey,56.344739,-2.908327,3,0.065521543
2012,NO41,Red,Red,56.3062575,-2.83776225,4,0.065521543
2012,NO42,Grey,Grey,56.424267,-2.934239,5,0.220115118
2012,NO42,Red,Red,56.41650179,-2.924748643,19,0.220115118
2012,NO43,Grey,Grey,56.48593907,-2.851576286,26,0.044310792
2012,NO43,Red,Red,56.482996,-2.9301388,5,0.044310792
2012,NO44,Grey,Grey,56.60162654,-2.907810154,13,0.104656114
2012,NO44,Red,Red,56.62052045,-2.900373091,12,0.104656114
2012,NO45,Red,Red,56.67365511,-2.867920167,21,0.094206324
2012,NO46,Red,Red,56.731422,-2.854755,2,0.092299112
2012,NO47,Red,Red,56.903642,-2.82831,6,0.014944742
2012,NO49,Red,Red,57.0767785,-2.927021,2,0.421568064
2012,NO51,Grey,Grey,56.290855,-2.752904,1,0.031802716
2012,NO51,Red,Red,56.2899134,-2.7711556,5,0.031802716
2012,NO53,Grey,Grey,56.50618508,-2.715165,17,0.06448071
2012,NO53,Red,Red,56.505414,-2.722125,3,0.06448071
2012,NO54,Red,Red,56.62501027,-2.707509333,18,0.075704654
2012,NO55,Grey,Grey,56.645905,-2.812866,1,0.207330037
2012,NO55,Red,Red,56.6585411,-2.7528332,15,0.207330037
2012,NO56,Grey,Grey,56.730747,-2.663273,1,0.100565871
2012,NO56,Red,Red,56.76063838,-2.72006475,23,0.100565871
2012,NO57,Red,Red,56.849693,-2.685926077,20,0.062725992
2012,NO59,Red,Red,57.07009833,-2.763028111,13,0.460101536
2012,NO63,Grey,Grey,56.546877,-2.62232,2,0.001967034
2012,NO64,Grey,Grey,56.5550235,-2.618629,2,0.053825962
2012,NO64,Red,Red,56.58326173,-2.616245364,15,0.053825962
2012,NO65,Grey,Grey,56.7061082,-2.5932092,5,0.10541475
2012,NO65,Red,Red,56.71038133,-2.615443333,5,0.10541475
2012,NO66,Red,Red,56.7786815,-2.548681818,41,0.143553007
2012,NO67,Red,Red,56.83080793,-2.620257867,23,0.188164163
2012,NO68,Red,Red,56.939256,-2.560431,3,0.323629445
2012,NO69,Grey,Grey,57.059147,-2.519743,2,0.470068188
2012,NO69,Red,Red,57.05446646,-2.527560371,45,0.470068188
2012,NO75,Grey,Grey,56.6892845,-2.4747155,2,0.004754513
2012,NO76,Red,Red,56.74641111,-2.466346889,15,0.067954718
2012,NO77,Red,Red,56.86896275,-2.47707425,5,0.092430382
2012,NO79,Grey,Grey,57.06923594,-2.368849813,21,0.391035075
2012,NO79,Red,Red,57.050813,-2.423565,26,0.391035075
2012,NO88,Grey,Grey,56.977062,-2.2418424,5,0.142319313
2012,NO88,Red,Red,56.97763664,-2.2581075,19,0.142319313
2012,NO89,Grey,Grey,57.090426,-2.251706,2,0.163921579
2012,NO89,Red,Red,57.06427,-2.317404667,5,0.163921579
2012,NR76,Red,Red,55.815435,-5.648841,1,0.46735791
2012,NR77,Red,Red,55.945097,-5.66088,1,0.157664477
2012,NR78,Red,Red,56.026696,-5.636575,1,0.31348186
2012,NR79,Red,Red,56.0611015,-5.5699895,2,0.154255284
2012,NR86,Red,Red,55.869052,-5.411534,1,0.488927412
2012,NR87,Red,Red,55.9006475,-5.4231115,2,0.262613914
2012,NR88,Red,Red,56.00404433,-5.440171333,6,0.524428963
2012,NR89,Red,Red,56.10719367,-5.434685333,12,0.514511979
2012,NR97,Grey,Grey,55.911268,-5.224683,2,0.407043845
2012,NR97,Red,Red,55.9357385,-5.263779,2,0.407043845
2012,NR98,Red,Red,56.02146625,-5.31972875,8,0.460659017
2012,NR99,Red,Red,56.08230488,-5.31229525,9,0.505284241
2012,NS02,Red,Red,55.479348,-5.088053,2,0.250149616
2012,NS04,Red,Red,55.6483635,-5.1540985,2,0.046610054
2012,NS07,Red,Red,55.953544,-5.189831333,3,0.241188093
2012,NS08,Red,Red,56.030375,-5.204432,5,0.49731761
2012,NS09,Red,Red,56.13277633,-5.178342667,8,0.502587072
2012,NS17,Red,Red,55.934623,-4.951533,9,0.391525693
2012,NS18,Red,Red,56.01494311,-4.945680611,32,0.45044691
2012,NS19,Red,Red,56.0967494,-5.0111562,13,0.452284672
2012,NS21,Grey,Grey,55.355702,-4.692375,1,0.060616839
2012,NS24,Grey,Grey,55.681942,-4.713408,2,0.042664935
2012,NS27,Grey,Grey,55.9588,-4.773619,1,0.105745983
2012,NS28,Grey,Grey,56.05992318,-4.823911818,32,0.173357668
2012,NS29,Red,Red,56.1578806,-4.8098588,7,0.282935262
2012,NS30,Grey,Grey,55.30812847,-4.6073495,30,0.297983353
2012,NS31,Grey,Grey,55.40091055,-4.584005879,33,0.091125636
2012,NS31,Red,Red,55.388471,-4.566933,1,0.091125636
2012,NS32,Grey,Grey,55.46046438,-4.549372375,8,0.036765705
2012,NS33,Grey,Grey,55.6003678,-4.6342424,9,0.065214234
2012,NS34,Grey,Grey,55.64777751,-4.636742061,49,0.093882211
2012,NS35,Grey,Grey,55.73836743,-4.658147286,7,0.082475016
2012,NS36,Grey,Grey,55.8607565,-4.6642265,3,0.123074203
2012,NS38,Grey,Grey,56.01701067,-4.612238926,41,0.234114961
2012,NS38,Red,Red,56.029021,-4.575919,2,0.234114961
2012,NS39,Red,Red,56.13422175,-4.609774188,17,0.201398578
2012,NS40,Grey,Grey,55.3040084,-4.3881466,5,0.278346889
2012,NS41,Grey,Grey,55.444044,-4.48752475,8,0.236056206
2012,NS42,Grey,Grey,55.49341,-4.412007108,37,0.078632065
2012,NS44,Grey,Grey,55.71321943,-4.510867571,7,0.115543379
2012,NS45,Grey,Grey,55.75812287,-4.5125406,15,0.113400857
2012,NS46,Grey,Grey,55.894402,-4.440302,1,0.126261841
2012,NS48,Grey,Grey,56.0580134,-4.5277316,5,0.202660378
2012,NS48,Red,Red,56.0580535,-4.4625605,2,0.202660378
2012,NS49,Red,Red,56.10968262,-4.480724692,30,0.480460827
2012,NS51,Grey,Grey,55.4169136,-4.285277543,35,0.241557983
2012,NS52,Grey,Grey,55.46842061,-4.284825795,44,0.154387766
2012,NS53,Grey,Grey,55.581138,-4.373219,5,0.147867661
2012,NS53,Red,Red,55.598598,-4.378956,1,0.147867661
2012,NS55,Grey,Grey,55.80617,-4.320431,2,0.0645833
2012,NS56,Grey,Grey,55.86896675,-4.272308,9,0.064706874
2012,NS57,Grey,Grey,55.90575918,-4.318559636,11,0.186779461
2012,NS59,Grey,Grey,56.16729,-4.371329,1,0.342263416
2012,NS59,Red,Red,56.15708317,-4.375093724,29,0.342263416
2012,NS61,Grey,Grey,55.384216,-4.167732067,15,0.117161434
2012,NS64,Grey,Grey,55.658435,-4.075836,2,0.210004668
2012,NS67,Grey,Grey,55.95897,-4.1591866,5,0.121623425
2012,NS69,Grey,Grey,56.126335,-4.097681,1,0.126435046
2012,NS72,Grey,Grey,55.52934313,-4.001677625,8,0.19424903
2012,NS74,Grey,Grey,55.669179,-3.9690695,8,0.067105307
2012,NS75,Grey,Grey,55.75631883,-4.011590167,6,0.185123083
2012,NS77,Grey,Grey,55.96258631,-3.993501,13,0.206847214
2012,NS79,Grey,Grey,56.1331865,-3.959571,4,0.158513647
2012,NS79,Red,Red,56.1037982,-3.97059785,24,0.158513647
2012,NS80,Red,Red,55.31459,-3.763057,1,0.17839612
2012,NS81,Red,Red,55.370202,-3.864238,10,0.059451403
2012,NS83,Grey,Grey,55.636228,-3.772792,4,0.194732191
2012,NS84,Grey,Grey,55.66725425,-3.802028,4,0.175714107
2012,NS85,Grey,Grey,55.731481,-3.84344,1,0.264271422
2012,NS87,Grey,Grey,55.99668167,-3.800227,6,0.234041795
2012,NS88,Grey,Grey,56.056878,-3.888411,3,0.124383296
2012,NS89,Grey,Grey,56.134863,-3.838885,1,0.104547794
2012,NS89,Red,Red,56.132521,-3.907405,1,0.104547794
2012,NS96,Grey,Grey,55.8749116,-3.7040016,5,0.199431367
2012,NS97,Grey,Grey,55.984284,-3.705415,1,0.14215196
2012,NS98,Grey,Grey,56.03319167,-3.720991,3,0.12023511
2012,NS98,Red,Red,56.07663675,-3.69606775,4,0.12023511
2012,NS99,Grey,Grey,56.150985,-3.707382,3,0.228417202
2012,NS99,Red,Red,56.14082355,-3.701314818,18,0.228417202
2012,NT00,Grey,Grey,55.31190644,-3.437025556,13,0.448028506
2012,NT00,Red,Red,55.308567,-3.453656143,14,0.448028506
2012,NT03,Grey,Grey,55.6122595,-3.552070167,6,0.129874988
2012,NT06,Grey,Grey,55.875562,-3.50365125,6,0.186688283
2012,NT07,Grey,Grey,55.972551,-3.483682,1,0.116464456
2012,NT08,Grey,Grey,56.0571835,-3.517305,2,0.078000546
2012,NT08,Red,Red,56.075826,-3.543643,1,0.078000546
2012,NT09,Red,Red,56.1610072,-3.575122,6,0.203375634
2012,NT10,Grey,Grey,55.317403,-3.411836,2,0.492750012
2012,NT10,Red,Red,55.317403,-3.411836,3,0.492750012
2012,NT13,Red,Red,55.5918125,-3.370458,7,0.157359746
2012,NT17,Grey,Grey,55.9790855,-3.3733185,2,0.094777572
2012,NT18,Grey,Grey,56.083689,-3.310379,1,0.087990007
2012,NT18,Red,Red,56.07748075,-3.34001175,4,0.087990007
2012,NT19,Red,Red,56.145456,-3.353005,3,0.170236278
2012,NT20,Red,Red,55.3754785,-3.143175,3,0.730748301
2012,NT21,Grey,Grey,55.424652,-3.146741,2,0.408098031
2012,NT21,Red,Red,55.4093055,-3.211314,2,0.408098031
2012,NT22,Red,Red,55.477252,-3.208141,1,0.157658453
2012,NT23,Grey,Grey,55.63478094,-3.196751938,19,0.163985542
2012,NT23,Red,Red,55.62898656,-3.183682111,9,0.163985542
2012,NT24,Grey,Grey,55.65249294,-3.164917,17,0.355317267
2012,NT24,Red,Red,55.6570065,-3.165035,4,0.355317267
2012,NT26,Grey,Grey,55.84874967,-3.166278333,7,0.126153088
2012,NT27,Grey,Grey,55.95198636,-3.201993364,25,0.049180864
2012,NT29,Grey,Grey,56.146977,-3.21507,1,0.119626288
2012,NT30,Red,Red,55.36960733,-3.015986667,3,0.69517991
2012,NT31,Red,Red,55.414181,-3.035377,1,0.502654325
2012,NT32,Grey,Grey,55.509136,-2.967169,2,0.088144504
2012,NT32,Red,Red,55.4981195,-2.9960205,7,0.088144504
2012,NT33,Grey,Grey,55.62462338,-3.06928075,10,0.454800689
2012,NT33,Red,Red,55.62045478,-3.027130667,9,0.454800689
2012,NT34,Red,Red,55.649395,-3.060645,1,0.101035168
2012,NT36,Grey,Grey,55.86378956,-3.001588889,10,0.14372726
2012,NT37,Grey,Grey,55.936551,-3.036864,1,0.018005938
2012,NT39,Red,Red,56.164745,-3.102587,1,0.042853529
2012,NT40,Grey,Grey,55.34902467,-2.924069333,3,0.206774105
2012,NT40,Red,Red,55.313692,-2.845967,1,0.206774105
2012,NT41,Grey,Grey,55.42088588,-2.825078375,32,0.111729874
2012,NT41,Red,Red,55.427392,-2.841074333,3,0.111729874
2012,NT42,Grey,Grey,55.49109308,-2.8495865,12,0.223149224
2012,NT42,Red,Red,55.53599825,-2.89034875,4,0.223149224
2012,NT43,Grey,Grey,55.63199621,-2.841946429,22,0.206392672
2012,NT43,Red,Red,55.60407356,-2.868930444,12,0.206392672
2012,NT44,Grey,Grey,55.69609467,-2.87391375,12,0.091249792
2012,NT44,Red,Red,55.682526,-2.8823055,3,0.091249792
2012,NT46,Red,Red,55.8982675,-2.8723665,3,0.125584483
2012,NT47,Grey,Grey,55.968921,-2.938797,1,0.06379801
2012,NT50,Grey,Grey,55.36243573,-2.7387592,15,0.604247454
2012,NT50,Red,Red,55.34948417,-2.6630175,39,0.604247454
2012,NT51,Grey,Grey,55.4272481,-2.746336024,42,0.107484804
2012,NT51,Red,Red,55.4433885,-2.677892,3,0.107484804
2012,NT52,Grey,Grey,55.48508039,-2.683155909,33,0.137542303
2012,NT52,Red,Red,55.477745,-2.661048,1,0.137542303
2012,NT53,Grey,Grey,55.62432615,-2.717991,14,0.156749234
2012,NT53,Red,Red,55.583249,-2.728838333,3,0.156749234
2012,NT54,Grey,Grey,55.70291753,-2.725567,17,0.112370365
2012,NT54,Red,Red,55.681889,-2.740984,1,0.112370365
2012,NT56,Grey,Grey,55.898411,-2.737191,8,0.108993043
2012,NT57,Grey,Grey,55.943085,-2.778066,1,0.08262098
2012,NT58,Grey,Grey,56.0545004,-2.7339052,5,0.031423311
2012,NT58,Red,Red,56.039059,-2.692764,1,0.031423311
2012,NT60,Red,Red,55.34310133,-2.579595333,3,0.488091366
2012,NT61,Grey,Grey,55.41726191,-2.548959545,11,0.210184451
2012,NT61,Red,Red,55.41850885,-2.559522407,39,0.210184451
2012,NT62,Grey,Grey,55.517008,-2.562964,1,0.133842392
2012,NT63,Grey,Grey,55.566812,-2.586589,1,0.09550151
2012,NT63,Red,Red,55.593943,-2.548911,1,0.09550151
2012,NT64,Grey,Grey,55.7256467,-2.6193039,10,0.107793135
2012,NT67,Grey,Grey,55.952269,-2.609835,3,0.121834986
2012,NT72,Grey,Grey,55.53598325,-2.4253905,4,0.089139988
2012,NT73,Grey,Grey,55.6003184,-2.4382894,8,0.065221546
2012,NT74,Grey,Grey,55.71571533,-2.470944907,48,0.075505144
2012,NT74,Red,Red,55.740476,-2.359205,1,0.075505144
2012,NT75,Grey,Grey,55.78871506,-2.359686772,351,0.146803912
2012,NT76,Grey,Grey,55.85353141,-2.376940647,17,0.209573834
2012,NT77,Grey,Grey,55.935979,-2.377741,1,0.036921058
2012,NT83,Grey,Grey,55.649224,-2.2542105,2,0.014562672
2012,NT84,Grey,Grey,55.691556,-2.199606,4,0.05647118
2012,NT85,Grey,Grey,55.797395,-2.252935444,28,0.061531566
2012,NT85,Red,Red,55.810449,-2.28079,1,0.061531566
2012,NT86,Grey,Grey,55.86347026,-2.259447037,27,0.124429903
2012,NT86,Red,Red,55.882031,-2.203781,1,0.124429903
2012,NT95,Grey,Grey,55.787092,-2.123483,4,0.042318325
2012,NT96,Grey,Grey,55.85749275,-2.119479,10,0.042915132
2012,NW95,Red,Red,54.855262,-5.128973,3,0.009099889
2012,NW96,Red,Red,54.900587,-5.126796,2,0.030914173
2012,NX05,Red,Red,54.87421125,-5.10660675,14,0.041236939
2012,NX06,Grey,Grey,54.93878725,-5.020158,4,0.062477216
2012,NX06,Red,Red,54.92883163,-5.03059125,14,0.062477216
2012,NX08,Red,Red,55.088366,-4.992382,1,0.010723756
2012,NX15,Red,Red,54.87770075,-4.839277,12,0.075380297
2012,NX16,Grey,Grey,54.902971,-4.9470105,2,0.115113988
2012,NX16,Red,Red,54.90138733,-4.950535,4,0.115113988
2012,NX18,Grey,Grey,55.155543,-4.833662,3,0.231987944
2012,NX18,Red,Red,55.155407,-4.833746,1,0.231987944
2012,NX19,Red,Red,55.171995,-4.891058,1,0.022893955
2012,NX28,Red,Red,55.106566,-4.77045,4,0.556039455
2012,NX29,Grey,Grey,55.251411,-4.810662,1,0.294215184
2012,NX29,Red,Red,55.2057245,-4.7373095,5,0.294215184
2012,NX35,Red,Red,54.851335,-4.576311,11,0.217631912
2012,NX36,Grey,Grey,54.915828,-4.644339,1,0.366193472
2012,NX36,Red,Red,54.95162067,-4.587661667,6,0.366193472
2012,NX37,Red,Red,55.071999,-4.57192,1,0.632355972
2012,NX44,Grey,Grey,54.807519,-4.426456,3,0.092775161
2012,NX46,Grey,Grey,54.97424,-4.494325,1,0.343219731
2012,NX46,Red,Red,54.96424263,-4.482529875,11,0.343219731
2012,NX48,Red,Red,55.093209,-4.500947,3,0.27043343
2012,NX55,Red,Red,54.871385,-4.237017,4,0.134667259
2012,NX65,Grey,Grey,54.864537,-4.135578,1,0.148247655
2012,NX65,Red,Red,54.878974,-4.170485,4,0.148247655
2012,NX66,Grey,Grey,54.961083,-4.059455,1,0.367524113
2012,NX67,Grey,Grey,55.07893,-4.142055,1,0.424266151
2012,NX67,Red,Red,55.068982,-4.1211245,4,0.424266151
2012,NX68,Grey,Grey,55.101218,-4.100924,1,0.312398278
2012,NX74,Red,Red,54.795395,-3.952797,1,0.030340986
2012,NX75,Red,Red,54.851501,-3.874581,2,0.214805214
2012,NX76,Red,Red,54.957376,-3.933274,6,0.091519175
2012,NX77,Red,Red,55.05581038,-3.935762875,10,0.373213324
2012,NX79,Grey,Grey,55.21462725,-3.9064465,8,0.277366631
2012,NX79,Red,Red,55.212976,-3.9265888,27,0.277366631
2012,NX85,Red,Red,54.876315,-3.782997818,27,0.265408081
2012,NX86,Red,Red,54.96379175,-3.804965,5,0.199329177
2012,NX87,Grey,Grey,55.10125,-3.767914,1,0.135702585
2012,NX87,Red,Red,55.07579567,-3.791957,11,0.135702585
2012,NX88,Grey,Grey,55.15844033,-3.818798333,3,0.201279297
2012,NX88,Red,Red,55.1712335,-3.784835,7,0.201279297
2012,NX89,Grey,Grey,55.21928,-3.868728,1,0.230895707
2012,NX89,Red,Red,55.2349055,-3.75764775,10,0.230895707
2012,NX95,Grey,Grey,54.919637,-3.600708,1,0.082155177
2012,NX95,Red,Red,54.9079766,-3.6292892,13,0.082155177
2012,NX96,Grey,Grey,54.986059,-3.6291,4,0.415021144
2012,NX96,Red,Red,54.9547605,-3.655415,9,0.415021144
2012,NX97,Grey,Grey,55.05805305,-3.616902,19,0.142649637
2012,NX97,Red,Red,55.05476036,-3.627820786,20,0.142649637
2012,NX98,Grey,Grey,55.144408,-3.594005,1,0.222344366
2012,NX98,Red,Red,55.14579618,-3.610124455,26,0.222344366
2012,NX99,Grey,Grey,55.2266765,-3.718718,3,0.472442108
2012,NX99,Red,Red,55.214557,-3.722557,3,0.472442108
2012,NY06,Red,Red,55.0049735,-3.4273405,2,0.064980545
2012,NY07,Grey,Grey,55.04637125,-3.437506125,8,0.205055663
2012,NY07,Red,Red,55.05279764,-3.4829955,15,0.205055663
2012,NY08,Grey,Grey,55.1563358,-3.5034472,5,0.10657543
2012,NY08,Red,Red,55.14173785,-3.502712692,20,0.10657543
2012,NY09,Grey,Grey,55.2351992,-3.4713378,5,0.48979246
2012,NY09,Red,Red,55.22806927,-3.467981545,11,0.48979246
2012,NY16,Grey,Grey,55.0080392,-3.2680307,10,0.064188289
2012,NY16,Red,Red,55.00956617,-3.305439,25,0.064188289
2012,NY17,Grey,Grey,55.07057329,-3.310848857,7,0.149416044
2012,NY17,Red,Red,55.03808327,-3.274471192,28,0.149416044
2012,NY18,Red,Red,55.12465308,-3.32814225,12,0.156486399
2012,NY19,Grey,Grey,55.223222,-3.333786,3,0.33099596
2012,NY26,Grey,Grey,55.008371,-3.2137045,2,0.024905466
2012,NY26,Red,Red,55.013503,-3.248265,1,0.024905466
2012,NY27,Grey,Grey,55.05898446,-3.172251593,55,0.139138467
2012,NY27,Red,Red,55.05166226,-3.180417231,39,0.139138467
2012,NY29,Grey,Grey,55.21869017,-3.1655565,6,0.600085374
2012,NY29,Red,Red,55.24023,-3.181350333,4,0.600085374
2012,NY37,Grey,Grey,55.08437286,-3.050768429,7,0.092332046
2012,NY37,Red,Red,55.09231,-2.9562165,2,0.092332046
2012,NY38,Grey,Grey,55.171244,-3.026326333,6,0.207263595
2012,NY38,Red,Red,55.17040374,-3.018265741,29,0.207263595
2012,NY39,Grey,Grey,55.2181435,-2.9701565,2,0.278799426
2012,NY39,Red,Red,55.2174856,-2.9681762,5,0.278799426
2012,NY47,Grey,Grey,55.07873633,-2.917562333,3,0.045237507
2012,NY48,Red,Red,55.1565285,-2.8623515,7,0.231534334
2012,NY49,Red,Red,55.255903,-2.814138,1,0.081265279
2012,NY59,Grey,Grey,55.236626,-2.73669,2,0.395104989
2013,NH18,Red,Red,57.7901735,-5.0453205,2,0.145408254
2013,NH19,Red,Red,57.8808635,-5.1280395,2,0.118094257
2013,NH30,Red,Red,57.1056265,-4.736363,5,0.374431191
2013,NH45,Red,Red,57.56910375,-4.56926375,7,0.373741851
2013,NH52,Red,Red,57.296825,-4.440339,3,0.358523378
2013,NH53,Red,Red,57.343218,-4.464442,1,0.417591511
2013,NH54,Red,Red,57.4639012,-4.4608956,8,0.309971087
2013,NH63,Red,Red,57.415337,-4.2452445,4,0.463140515
2013,NH64,Red,Red,57.4722792,-4.2712082,8,0.237866924
2013,NH65,Red,Red,57.54898025,-4.28069925,5,0.388778881
