Year,OSGR10km,Type,Count,Longitude(WGS84),Latitude(WGS84),Forest Cover (%)
2008,NN63,Red,2,-4.27002,56.49575,9.741194994
2008,NN65,Red,14,-4.165831667,56.69590667,17.49786552
2008,NN69,Red,2,-4.209245,57.02748,19.91885357
2008,NN70,Grey,6,-4.024506667,56.18666333,30.40181505
2008,NN70,Red,3,-4.005075,56.184885,30.40181505
2008,NN71,Red,1,-3.94174,56.30273,8.138972112
2008,NN72,Red,1,-3.98432,56.37574,22.93989513
2008,NN74,Red,12,-3.996363,56.588738,32.44981725
2008,NN75,Red,2,-4.028345,56.700765,29.34473264
2008,NN76,Red,2,-4.016805,56.79778,41.81176025
2008,NN79,Red,15,-4.086047143,57.06784,19.05910056
2008,NN80,Red,3,-3.87786,56.25249333,13.71261948
2008,NN81,Red,8,-3.8759925,56.33395375,23.61479436
2008,NN82,Grey,5,-3.850283333,56.3835,14.39723104
2008,NN82,Red,8,-3.888685,56.3743,14.39723104
2008,NN84,Red,19,-3.879622727,56.61544909,33.1220158
2008,NN85,Red,9,-3.82829625,56.64046375,24.49755691
2008,NN86,Red,82,-3.885289643,56.77080107,42.21309413
2008,NN90,Red,3,-3.70609,56.236995,23.74283752
2008,NN91,Grey,2,-3.6884,56.293855,17.13648374
2008,NN91,Red,7,-3.695603333,56.311425,17.13648374
2008,NN92,Red,11,-3.708593333,56.429635,21.14207811
2008,NN93,Red,2,-3.719075,56.53582,5.989824319
2008,NN95,Grey,2,-3.723115,56.696155,42.12155818
2008,NN95,Red,54,-3.742644545,56.68379576,42.12155818
2008,NN96,Red,5,-3.77443,56.73684667,11.44353422
2008,NN97,Red,1,-3.74779,56.84969,0.975875954
2008,NO00,Red,4,-3.542575,56.2146525,32.53154836
2008,NO01,Red,1,-3.52853,56.35704,23.39633369
2008,NO02,Grey,7,-3.563553333,56.43476667,21.85944932
2008,NO02,Red,7,-3.564596667,56.43385667,21.85944932
2008,NO03,Grey,5,-3.53448,56.50611,20.17531459
2008,NO04,Grey,7,-3.573556,56.56188,36.97888329
2008,NO04,Red,19,-3.56859625,56.57386438,36.97888329
2008,NO05,Red,1,-3.48602,56.71965,12.85240745
2008,NO06,Red,3,-3.508895,56.729935,19.3679366
2008,NO08,Red,16,-3.531033333,56.98919889,5.099350118
2008,NO09,Red,2,-3.52125,56.99483,14.65755205
2008,NO11,Grey,2,-3.40349,56.34594,15.37962744
2008,NO11,Red,3,-3.35837,56.32007667,15.37962744
2008,NO12,Grey,5,-3.402965,56.39761,16.46964991
2008,NO12,Red,9,-3.400523333,56.400855,16.46964991
2008,NO13,Grey,2,-3.40005,56.51669,19.02791526
2008,NO13,Red,4,-3.419396667,56.51257333,19.02791526
2008,NO14,Grey,6,-3.384606667,56.58364333,13.6384102
2008,NO14,Red,13,-3.33802,56.59465,13.6384102
2008,NO15,Red,9,-3.434156667,56.65916333,24.5170626
2008,NO16,Red,5,-3.317215,56.72874,9.010510293
2008,NO18,Red,3,-3.47378,56.99113,5.843030316
2008,NO19,Red,23,-3.418072308,57.00462615,20.32438728
2008,NO20,Grey,1,-3.17136,56.21537,15.00207846
2008,NO20,Red,1,-3.17242,56.19739,15.00207846
2008,NO21,Red,4,-3.231023333,56.31600667,13.96720504
2008,NO22,Red,1,-3.22708,56.44485,6.720742638
2008,NO23,Red,2,-3.293285,56.495615,17.71627683
2008,NO24,Grey,8,-3.179756,56.57181,8.413822074
2008,NO24,Red,8,-3.180556667,56.57437,8.413822074
2008,NO25,Grey,1,-3.17221,56.6646,20.8072609
2008,NO25,Red,1,-3.16773,56.67812,20.8072609
2008,NO27,Red,3,-3.258255,56.847935,10.96151411
2008,NO29,Red,16,-3.21749,57.03911,26.31510569
2008,NO33,Grey,6,-3.062258,56.48527,10.61392254
2008,NO33,Red,38,-3.052848125,56.49771438,10.61392254
2008,NO34,Grey,1,-3.00262,56.60679,10.75573689
2008,NO34,Red,3,-3.03032,56.58798667,10.75573689
2008,NO35,Red,10,-3.020918889,56.68838778,11.29131924
2008,NO36,Red,2,-3.044395,56.791515,15.99962857
2008,NO37,Red,2,-3.0973,56.844405,3.774513046
2008,NO38,Red,3,-3.125766667,56.96719667,3.842743494
2008,NO39,Red,17,-3.039002727,57.05184364,37.78469367
2008,NO40,Grey,1,-2.86995,56.22055,10.47556604
2008,NO40,Red,1,-2.86995,56.22055,10.47556604
2008,NO43,Grey,8,-2.8367425,56.4903175,4.431079159
2008,NO44,Red,9,-2.885885714,56.61454286,10.46561144
2008,NO45,Grey,1,-2.87963,56.64186,9.420632406
2008,NO45,Red,7,-2.860092,56.67236,9.420632406
2008,NO49,Red,8,-2.9470725,57.06841125,42.15680643
2008,NO51,Red,1,-2.74289,56.32111,3.180271566
2008,NO53,Grey,2,-2.73856,56.51475,6.448070981
2008,NO53,Red,4,-2.78648,56.53377,6.448070981
2008,NO54,Red,2,-2.787245,56.629445,7.570465449
2008,NO55,Red,15,-2.747186667,56.65938889,20.73300371
2008,NO56,Red,11,-2.700176,56.758164,10.05658711
2008,NO57,Red,2,-2.70775,56.8644,6.272599185
2008,NO59,Grey,7,-2.731922857,57.05952143,46.01015358
2008,NO59,Red,24,-2.78453,57.07333667,46.01015358
2008,NO64,Red,16,-2.61028625,56.57238375,5.382596215
2008,NO66,Grey,1,-2.61993,56.81322,14.35530065
2008,NO66,Red,13,-2.600088333,56.782905,14.35530065
2008,NO67,Red,11,-2.5268425,56.8325075,18.81641631
2008,NO68,Red,3,-2.54334,56.95101,32.36294447
2008,NO69,Grey,94,-2.518848315,57.04762989,47.0068188
2008,NO69,Red,28,-2.527700556,57.05411,47.0068188
2008,NO76,Red,1,-2.41638,56.77274,6.795471795
2008,NO77,Red,21,-2.46538125,56.86710625,9.243038182
2008,NO79,Grey,100,-2.442604198,57.05138667,39.10350754
2008,NO79,Red,23,-2.425097368,57.05721053,39.10350754
2008,NO88,Grey,1,-2.22617,56.97446,14.23193133
2008,NO88,Red,2,-2.275585,56.982435,14.23193133
2008,NO89,Grey,309,-2.230004504,57.08265305,16.3921579
2008,NO89,Red,4,-2.318516667,57.06588333,16.3921579
2008,NO99,Grey,3,-2.14746,57.04075,1.124220082
2008,NR82,Red,1,-5.33546,55.50342,0.046482629
2008,NR84,Red,12,-5.37871,55.64744,17.3322738
2008,NR88,Red,3,-5.4428,56.01428,52.44289631
2008,NR92,Red,1,-5.18861,55.50913,26.77105058
2008,NR93,Red,2,-5.287765,55.539325,19.54085271
2008,NR97,Red,4,-5.241886667,55.91828667,40.70438448
2008,NR99,Red,3,-5.22867,56.1311,50.52842409
2008,NS02,Red,21,-5.104806667,55.50446833,25.01496164
2008,NS03,Red,82,-5.143947121,55.56585606,17.38927612
2008,NS04,Red,6,-5.15322,55.659065,4.66100538
2008,NS09,Red,6,-5.070623333,56.12404833,50.25870723
2008,NS16,Red,2,-4.97696,55.87315,6.929545324
2008,NS17,Red,11,-4.945965556,55.94490667,39.15256929
2008,NS18,Red,89,-4.921881579,56.04939934,45.04469099
2008,NS19,Red,110,-5.02644619,56.1281981,45.22846716
2008,NS20,Grey,11,-4.754771429,55.30526857,19.31977885
2008,NS20,Red,2,-4.753935,55.275865,19.31977885
2008,NS21,Grey,4,-4.68703,55.35488,6.06168393
2008,NS25,Grey,1,-4.85405,55.78887,11.85043463
2008,NS28,Red,3,-4.89224,56.06664,17.33576678
2008,NS30,Grey,2,-4.601105,55.31942,29.79833534
2008,NS30,Red,6,-4.58915,55.29330833,29.79833534
2008,NS31,Grey,36,-4.600185,55.40689667,9.112563576
2008,NS32,Grey,15,-4.597033571,55.47078429,3.676570478
2008,NS33,Grey,4,-4.648426667,55.60321,6.521423417
2008,NS34,Grey,5,-4.642655,55.635395,9.388221123
2008,NS38,Grey,166,-4.57583,56.00849,23.41149612
2008,NS39,Red,2,-4.63307,56.1421,20.1398578
2008,NS40,Grey,4,-4.41922,55.30969,27.83468893
2008,NS41,Grey,4,-4.470535,55.41248,23.60562058
2008,NS42,Grey,2,-4.479135,55.486905,7.863206478
2008,NS43,Grey,1,-4.40994,55.57188,4.789824292
2008,NS44,Grey,9,-4.537805,55.67267,11.55433789
2008,NS45,Grey,10,-4.43072,55.75393,11.34008573
2008,NS46,Grey,1,-4.46675,55.89522,12.62618411
2008,NS49,Grey,1,-4.55548,56.07677,48.04608268
2008,NS49,Red,2,-4.49002,56.1581,48.04608268
2008,NS51,Grey,14,-4.283856,55.421856,24.15579826
2008,NS52,Grey,7,-4.32881,55.48806,15.43877663
2008,NS53,Grey,26,-4.308841667,55.60618167,14.78676609
2008,NS55,Grey,7,-4.299643333,55.80139333,6.458329988
2008,NS56,Grey,23,-4.293450833,55.86329583,6.470687362
2008,NS57,Grey,6,-4.319076667,55.93134667,18.67794612
2008,NS59,Red,5,-4.35613,56.151994,34.22634159
2008,NS60,Grey,1,-4.1589,55.33299,36.28442213
2008,NS61,Grey,15,-4.178308333,55.38987333,11.71614339
2008,NS62,Grey,2,-4.165155,55.50545,13.3586419
2008,NS65,Grey,1,-4.18525,55.75315,12.07138641
2008,NS66,Grey,4,-4.19373,55.819055,10.51191566
2008,NS69,Grey,21,-4.15239,56.1214375,12.64350464
2008,NS69,Red,4,-4.151863333,56.11686333,12.64350464
2008,NS70,Grey,4,-3.9299875,55.3512025,11.06786258
2008,NS71,Grey,9,-3.939188889,55.38076444,15.82096192
2008,NS74,Grey,1,-4.03769,55.6739,6.710530667
2008,NS75,Grey,8,-4.00747,55.76666667,18.51230831
2008,NS77,Grey,8,-4.003765,55.94317,20.68472143
2008,NS79,Grey,1,-3.93605,56.15814,15.85136466
2008,NS79,Red,5,-3.963016,56.104428,15.85136466
2008,NS80,Grey,29,-3.799665172,55.29919379,17.83961199
2008,NS80,Red,16,-3.780307692,55.29858308,17.83961199
2008,NS81,Grey,3,-3.854423333,55.40748667,5.945140346
2008,NS82,Grey,2,-3.78434,55.48823,17.34693698
2008,NS83,Red,1,-3.82158,55.57485,19.47321911
2008,NS84,Grey,21,-3.811653333,55.68059,17.5714107
2008,NS85,Grey,1,-3.84971,55.7344,26.42714223
2008,NS89,Grey,2,-3.77744,56.14075,10.45477943
2008,NS92,Grey,1,-3.7034,55.48309,13.78935122
2008,NS96,Grey,1,-3.64177,55.9027,19.9431367
2008,NS98,Red,1,-3.67154,56.07393,12.02351098
2008,NT00,Grey,9,-3.45033125,55.3330725,44.80285062
2008,NT00,Red,38,-3.486984688,55.32024281,44.80285062
2008,NT04,Grey,5,-3.482668,55.656524,13.65818696
2008,NT06,Grey,10,-3.52528,55.86915,18.66882825
2008,NT09,Red,1,-3.58414,56.17573,20.33756335
2008,NT10,Grey,9,-3.3883875,55.3256975,49.27500119
2008,NT10,Red,6,-3.41184,55.3174,49.27500119
2008,NT13,Red,2,-3.3983,55.603775,15.73597455
2008,NT14,Grey,2,-3.364985,55.68435,16.18542752
2008,NT19,Red,1,-3.32991,56.18412,17.02362782
2008,NT21,Grey,17,-3.139439091,55.42248364,40.8098031
2008,NT21,Red,5,-3.150108,55.415848,40.8098031
2008,NT22,Grey,4,-3.20782,55.4746,15.76584534
2008,NT23,Grey,3,-3.145076667,55.63845333,16.3985542
2008,NT23,Red,2,-3.13091,55.63394,16.3985542
2008,NT24,Grey,2,-3.20056,55.6517,35.53172674
2008,NT24,Red,1,-3.14844,55.66298,35.53172674
2008,NT26,Grey,1,-3.25739,55.91217,12.61530882
2008,NT27,Grey,8,-3.22627,55.937815,4.918086415
2008,NT30,Grey,10,-3.00524,55.34704,69.51799101
2008,NT31,Grey,4,-2.96297,55.42466,50.26543245
2008,NT31,Red,3,-2.955106667,55.40435,50.26543245
2008,NT32,Red,4,-2.95992,55.55947,8.814450447
2008,NT33,Grey,34,-3.045153333,55.62466667,45.4800689
2008,NT33,Red,15,-3.051505556,55.61133333,45.4800689
2008,NT36,Grey,4,-2.97867,55.86663,14.37272602
2008,NT40,Red,1,-2.83084,55.30252,20.67741053
2008,NT42,Grey,6,-2.832736667,55.54272667,22.31492241
2008,NT42,Red,8,-2.87052875,55.5404775,22.31492241
2008,NT43,Red,7,-2.856145,55.597965,20.63926725
2008,NT46,Grey,6,-2.893626667,55.85199333,12.55844827
2008,NT46,Red,5,-2.84328,55.8865,12.55844827
2008,NT48,Red,1,-2.80985,56.04666,1.353226182
2008,NT50,Grey,14,-2.70573,55.35406,60.42474541
2008,NT50,Red,2,-2.704875,55.35002,60.42474541
2008,NT51,Grey,8,-2.723498571,55.42501,10.74848035
2008,NT51,Red,2,-2.700185,55.441705,10.74848035
2008,NT52,Grey,2,-2.79157,55.5445,13.75423032
2008,NT52,Red,1,-2.73855,55.50619,13.75423032
2008,NT53,Grey,20,-2.730166,55.600046,15.67492337
2008,NT53,Red,9,-2.73377,55.58987556,15.67492337
2008,NT58,Grey,1,-2.79559,56.05574,3.142331067
2008,NT60,Grey,1,-2.51355,55.37076,48.8091366
2008,NT60,Red,6,-2.515835,55.36446,48.8091366
2008,NT61,Grey,14,-2.580335,55.460305,21.01844506
2008,NT61,Red,3,-2.55145,55.44906333,21.01844506
2008,NT63,Red,5,-2.5562,55.59881,9.55015098
2008,NT64,Red,1,-2.58996,55.73343,10.77931347
2008,NT73,Grey,8,-2.438334286,55.60043857,6.522154635
2008,NT73,Red,1,-2.42765,55.59842,6.522154635
2008,NT74,Grey,6,-2.38281,55.71898,7.550514403
2008,NT74,Red,4,-2.396686667,55.72671333,7.550514403
2008,NT83,Grey,2,-2.2852,55.65005,1.456267218
2008,NT84,Grey,2,-2.23959,55.72742,5.647118002
2008,NT85,Red,9,-2.255698333,55.75672667,6.153156558
2008,NT86,Red,20,-2.225822857,55.86453143,12.44299026
2008,NT95,Grey,21,-2.110949091,55.79001455,4.23183254
2008,NT95,Red,2,-2.12198,55.79139,4.23183254
2008,NT96,Grey,6,-2.13717,55.87912667,4.291513218
2008,NT96,Red,3,-2.102473333,55.8555,4.291513218
2008,NX05,Grey,2,-4.97948,54.83565,4.123693904
2008,NX05,Red,1,-5.11421,54.84575,4.123693904
2008,NX06,Grey,2,-5.02736,54.97562,6.247721616
2008,NX06,Red,39,-5.0659875,54.9224325,6.247721616
2008,NX07,Grey,2,-5.010195,55.028185,19.73253861
2008,NX07,Red,2,-5.00179,55.04143,19.73253861
2008,NX08,Grey,2,-5.00498,55.094395,1.072375585
2008,NX08,Red,1,-4.9853,55.08274,1.072375585
2008,NX15,Red,3,-4.900585,54.897335,7.538029661
2008,NX16,Grey,1,-4.82202,54.97831,11.51139877
2008,NX16,Red,13,-4.88599,54.92241,11.51139877
2008,NX17,Grey,4,-4.92639,55.04866,22.82601679
2008,NX18,Grey,2,-4.945405,55.11563,23.19879445
2008,NX18,Red,20,-4.9099275,55.1198975,23.19879445
2008,NX19,Grey,1,-4.85061,55.2379,2.289395506
2008,NX25,Grey,1,-4.67618,54.9007,18.13241443
2008,NX25,Red,7,-4.754516667,54.88680667,18.13241443
2008,NX26,Red,110,-4.675603043,54.95893304,33.65216133
2008,NX27,Red,1,-4.74809,55.05147,61.62495028
2008,NX28,Grey,5,-4.77476,55.12008667,55.60394554
2008,NX28,Red,13,-4.784703333,55.11266667,55.60394554
2008,NX29,Grey,3,-4.740946667,55.22153333,29.42151838
2008,NX29,Red,3,-4.69266,55.20523,29.42151838
2008,NX35,Red,7,-4.554826667,54.89328,21.76319118
2008,NX36,Red,6,-4.533794,54.945914,36.61934717
2008,NX37,Grey,1,-4.51919,55.07171,63.23559719
2008,NX37,Red,8,-4.577298,55.020322,63.23559719
2008,NX38,Grey,2,-4.60038,55.151795,79.39285478
2008,NX38,Red,7,-4.58167,55.129725,79.39285478
2008,NX39,Red,1,-4.60462,55.22902,50.64815849
2008,NX45,Grey,4,-4.362765,54.90271,8.056788124
2008,NX45,Red,8,-4.371694,54.88474,8.056788124
2008,NX46,Red,13,-4.446332857,54.95582,34.3219731
2008,NX47,Red,2,-4.374325,55.01282,46.96623517
2008,NX49,Red,1,-4.48479,55.2495,42.67086385
2008,NX55,Red,44,-4.198925909,54.877065,13.46672594
2008,NX56,Grey,1,-4.20224,54.91966,43.52093398
2008,NX56,Red,4,-4.223496667,54.93694667,43.52093398
2008,NX58,Grey,7,-4.202488,55.106614,47.20209736
2008,NX58,Red,5,-4.248355,55.13049,47.20209736
2008,NX59,Red,1,-4.25628,55.21529,32.46361031
2008,NX64,Red,1,-4.04876,54.78572,4.450752958
2008,NX65,Grey,3,-4.070255,54.841085,14.82476549
2008,NX65,Red,7,-4.174296667,54.88375833,14.82476549
2008,NX66,Grey,2,-4.0977,54.994765,36.75241134
2008,NX66,Red,21,-4.09962,54.98708333,36.75241134
2008,NX67,Grey,6,-4.136358333,55.08472167,42.42661512
2008,NX67,Red,31,-4.10033,55.030964,42.42661512
2008,NX68,Grey,2,-4.11483,55.09738,31.23982783
2008,NX68,Red,5,-4.17599,55.12686,31.23982783
2008,NX75,Grey,2,-3.87785,54.89005,21.48052143
2008,NX75,Red,10,-3.898671429,54.87066,21.48052143
2008,NX76,Grey,1,-3.98877,54.9575,9.151917499
2008,NX76,Red,29,-3.958254167,54.97075667,9.151917499
2008,NX77,Red,36,-3.932274615,55.05174,37.32133242
2008,NX79,Grey,2,-3.89165,55.216995,27.73666307
2008,NX79,Red,31,-3.938291818,55.20914636,27.73666307
2008,NX85,Red,100,-3.805076571,54.88447629,26.54080807
2008,NX86,Grey,1,-3.81983,54.93453,19.9329177
2008,NX86,Red,57,-3.824921333,54.944754,19.9329177
2008,NX87,Grey,3,-3.784593333,55.09637667,13.57025846
2008,NX87,Red,21,-3.816172,55.065343,13.57025846
2008,NX88,Grey,2,-3.77709,55.133335,20.12792973
2008,NX88,Red,24,-3.795406667,55.14249667,20.12792973
2008,NX89,Grey,89,-3.806185227,55.25429898,23.08957066
2008,NX89,Red,50,-3.816294,55.2323484,23.08957066
2008,NX96,Grey,3,-3.628456667,54.96854333,41.50211437
2008,NX96,Red,13,-3.638815,54.98372375,41.50211437
2008,NX97,Grey,5,-3.593096,55.070452,14.26496372
2008,NX97,Red,59,-3.628636857,55.06485571,14.26496372
2008,NX98,Grey,14,-3.699306429,55.15752214,22.23443657
2008,NX98,Red,32,-3.623160769,55.15175615,22.23443657
2008,NX99,Grey,2,-3.712445,55.226155,47.24421085
2008,NX99,Red,17,-3.682981667,55.217275,47.24421085
2008,NY06,Grey,4,-3.430065,55.0079275,6.498054524
2008,NY06,Red,8,-3.47148,54.99181,6.498054524
2008,NY07,Grey,2,-3.449665,55.058135,20.50556632
2008,NY07,Red,4,-3.54609,55.061445,20.50556632
2008,NY08,Grey,2,-3.51025,55.19086,10.65754304
2008,NY08,Red,40,-3.446136765,55.11792971,10.65754304
2008,NY09,Grey,4,-3.4905375,55.22559,48.97924599
2008,NY09,Red,51,-3.433565263,55.25561105,48.97924599
2008,NY16,Grey,5,-3.257718,55.003206,6.418828873
2008,NY16,Red,4,-3.3409475,54.9965875,6.418828873
2008,NY17,Grey,8,-3.34556375,55.0554475,14.94160441
2008,NY17,Red,11,-3.36618,55.05595444,14.94160441
2008,NY18,Grey,3,-3.342496667,55.12272,15.64863986
2008,NY18,Red,78,-3.376228696,55.15153261,15.64863986
2008,NY19,Red,19,-3.364683,55.238129,33.09959597
2008,NY26,Grey,2,-3.24806,54.99432,2.490546599
2008,NY26,Red,1,-3.2278,54.99632,2.490546599
2008,NY27,Grey,2,-3.15401,55.0941,13.9138467
2008,NY27,Red,9,-3.19633,55.06808,13.9138467
2008,NY28,Grey,2,-3.1689,55.12092,34.72248763
2008,NY28,Red,1,-3.21025,55.14029,34.72248763
