Year,OSGR10km,Type,Count,Longitude(WGS84),Latitude(WGS84),Forest Cover (%)
2010,NS49,Red,54,-4.459949444,56.08395278,48.04608268
2010,NS50,Red,1,-4.34792,55.27648,61.99549046
2010,NS52,Grey,9,-4.323173333,55.48127333,15.43877663
2010,NS55,Grey,1,-4.3185,55.79654,6.458329988
2010,NS56,Grey,13,-4.312943333,55.86018417,6.470687362
2010,NS57,Grey,6,-4.338446667,55.92425333,18.67794612
2010,NS58,Grey,1,-4.38183,56.04281,16.43789095
2010,NS59,Red,36,-4.3723125,56.15968938,34.22634159
2010,NS61,Grey,1,-4.18983,55.37918,11.71614339
2010,NS61,Red,1,-4.18603,55.36757,11.71614339
2010,NS65,Grey,2,-4.173425,55.778045,12.07138641
2010,NS66,Grey,2,-4.145085,55.839525,10.51191566
2010,NS67,Grey,8,-4.19737,55.9348325,12.16234251
2010,NS69,Red,2,-4.18123,56.11572,12.64350464
2010,NS70,Grey,1,-3.89632,55.34814,11.06786258
2010,NS70,Red,5,-3.938885,55.3312875,11.06786258
2010,NS74,Grey,1,-4.04348,55.66747,6.710530667
2010,NS75,Grey,2,-3.98469,55.77502,18.51230831
2010,NS76,Grey,1,-3.96782,55.83411,13.97180972
2010,NS78,Red,1,-3.97631,56.06404,27.82736255
2010,NS79,Grey,6,-3.999766,56.143166,15.85136466
2010,NS79,Red,17,-3.969167333,56.108698,15.85136466
2010,NS80,Grey,3,-3.817203333,55.30739333,17.83961199
2010,NS80,Red,16,-3.807150625,55.31185,17.83961199
2010,NS81,Grey,1,-3.76369,55.41573,5.945140346
2010,NS83,Grey,1,-3.88144,55.63236,19.47321911
2010,NS84,Grey,3,-3.782283333,55.66209333,17.5714107
2010,NS89,Grey,9,-3.81535625,56.1294625,10.45477943
2010,NS96,Grey,1,-3.72318,55.86295,19.9431367
2010,NS98,Red,1,-3.66316,56.06596,12.02351098
2010,NS99,Grey,19,-3.733841111,56.12807778,22.84172023
2010,NS99,Red,20,-3.678716667,56.13535333,22.84172023
2010,NT00,Grey,3,-3.44995,55.30392333,44.80285062
2010,NT00,Red,6,-3.453328333,55.30901333,44.80285062
2010,NT03,Grey,2,-3.52185,55.59911,12.98749876
2010,NT03,Red,3,-3.43592,55.56919,12.98749876
2010,NT06,Grey,2,-3.475485,55.882545,18.66882825
2010,NT07,Grey,1,-3.47182,55.97674,11.64644561
2010,NT09,Grey,1,-3.48862,56.16344,20.33756335
2010,NT09,Red,7,-3.525945714,56.17072143,20.33756335
2010,NT11,Grey,1,-3.27476,55.44068,10.47581901
2010,NT13,Grey,11,-3.371415556,55.60916333,15.73597455
2010,NT13,Red,7,-3.339342857,55.60725857,15.73597455
2010,NT14,Grey,1,-3.4338,55.72827,16.18542752
2010,NT17,Grey,6,-3.316262,55.978608,9.477757188
2010,NT18,Grey,3,-3.432685,56.08424,8.799000687
2010,NT19,Grey,1,-3.39743,56.13575,17.02362782
2010,NT19,Red,5,-3.38302,56.1327475,17.02362782
2010,NT21,Grey,1,-3.24312,55.38978,40.8098031
2010,NT21,Red,1,-3.24312,55.38978,40.8098031
2010,NT23,Grey,14,-3.188262,55.639878,16.3985542
2010,NT23,Red,6,-3.221182,55.630658,16.3985542
2010,NT24,Grey,1,-3.21012,55.65251,35.53172674
2010,NT24,Red,1,-3.21012,55.65251,35.53172674
2010,NT27,Grey,12,-3.2186175,55.93121,4.918086415
2010,NT29,Grey,1,-3.14749,56.18554,11.96262882
2010,NT31,Red,1,-2.95834,55.42919,50.26543245
2010,NT32,Grey,5,-2.9763675,55.5036275,8.814450447
2010,NT33,Grey,4,-3.10571,55.6441,45.4800689
2010,NT33,Red,3,-3.061335,55.631655,45.4800689
2010,NT36,Grey,12,-3.07248,55.89513,14.37272602
2010,NT36,Red,1,-3.02049,55.87707,14.37272602
2010,NT40,Red,1,-2.87991,55.35227,20.67741053
2010,NT41,Grey,4,-2.8250975,55.424085,11.17298736
2010,NT41,Red,5,-2.8387525,55.416795,11.17298736
2010,NT42,Grey,7,-2.896911667,55.54257,22.31492241
2010,NT42,Red,8,-2.87998875,55.53895,22.31492241
2010,NT43,Grey,7,-2.822704,55.607902,20.63926725
2010,NT43,Red,7,-2.821904286,55.59821,20.63926725
2010,NT45,Red,1,-2.93082,55.8032,13.83626872
2010,NT46,Red,1,-2.86088,55.88728,12.55844827
2010,NT50,Grey,2,-2.77391,55.371635,60.42474541
2010,NT50,Red,2,-2.64929,55.37371,60.42474541
2010,NT51,Grey,15,-2.696585,55.4039875,10.74848035
2010,NT51,Red,15,-2.679548667,55.41990467,10.74848035
2010,NT52,Grey,1,-2.68397,55.55413,13.75423032
2010,NT52,Red,2,-2.65309,55.50847,13.75423032
2010,NT53,Grey,15,-2.714081667,55.597455,15.67492337
2010,NT53,Red,19,-2.711296667,55.59500111,15.67492337
2010,NT54,Grey,1,-2.77833,55.67667,11.23703651
2010,NT61,Grey,5,-2.559124,55.42555,21.01844506
2010,NT61,Red,5,-2.562424,55.40225,21.01844506
2010,NT62,Grey,2,-2.58016,55.502545,13.3842392
2010,NT62,Red,2,-2.56727,55.48644,13.3842392
2010,NT63,Grey,3,-2.539246667,55.59887667,9.55015098
2010,NT63,Red,3,-2.545566667,55.59734667,9.55015098
2010,NT64,Grey,1,-2.52726,55.68879,10.77931347
2010,NT64,Red,2,-2.55435,55.69226,10.77931347
2010,NT72,Grey,2,-2.4068,55.50324,8.913998848
2010,NT72,Red,1,-2.45162,55.47434,8.913998848
2010,NT73,Grey,5,-2.4225725,55.605855,6.522154635
2010,NT74,Grey,3,-2.382423333,55.73425333,7.550514403
2010,NT74,Red,4,-2.382346667,55.72616667,7.550514403
2010,NT75,Grey,11,-2.36605,55.774706,14.68039121
2010,NT75,Red,2,-2.4156,55.807815,14.68039121
2010,NT76,Grey,1,-2.42497,55.86395,20.95738343
2010,NT83,Grey,1,-2.24706,55.64924,1.456267218
2010,NT83,Red,1,-2.24706,55.64924,1.456267218
2010,NT84,Grey,1,-2.25505,55.65551,5.647118002
2010,NT84,Red,1,-2.20595,55.68705,5.647118002
2010,NT85,Grey,4,-2.22404,55.80011,6.153156558
2010,NT85,Red,3,-2.26071,55.79028,6.153156558
2010,NT86,Grey,2,-2.20127,55.859575,12.44299026
2010,NT86,Red,3,-2.20317,55.86676,12.44299026
2010,NT95,Grey,2,-2.107565,55.775675,4.23183254
2010,NT95,Red,6,-2.106255,55.78047333,4.23183254
2010,NX04,Red,1,-4.95879,54.74445,2.072556539
2010,NX06,Red,11,-5.069178333,54.92258333,6.247721616
2010,NX07,Red,1,-4.9845,55.07197,19.73253861
2010,NX14,Red,1,-4.94983,54.77074,1.15207548
2010,NX15,Red,16,-4.873352,54.877388,7.538029661
2010,NX16,Red,16,-4.858694,54.948276,11.51139877
2010,NX18,Grey,1,-4.83211,55.15473,23.19879445
2010,NX18,Red,19,-4.867986,55.14498,23.19879445
2010,NX26,Red,7,-4.6861,54.953608,33.65216133
2010,NX27,Grey,1,-4.75837,55.01888,61.62495028
2010,NX27,Red,1,-4.79636,55.04767,61.62495028
2010,NX28,Red,2,-4.76331,55.10192,55.60394554
2010,NX29,Grey,1,-4.82122,55.17835,29.42151838
2010,NX29,Red,2,-4.744435,55.22251,29.42151838
2010,NX35,Grey,1,-4.5401,54.8825,21.76319118
2010,NX35,Red,5,-4.575223333,54.85449333,21.76319118
2010,NX36,Grey,8,-4.576094286,54.95145857,36.61934717
2010,NX36,Red,10,-4.5647625,54.94882875,36.61934717
2010,NX37,Grey,9,-4.56961,55.06636,63.23559719
2010,NX37,Red,15,-4.568644167,55.06072,63.23559719
2010,NX44,Red,1,-4.47373,54.76611,9.277516078
2010,NX45,Grey,3,-4.368075,54.886875,8.056788124
2010,NX45,Red,9,-4.373122857,54.87996714,8.056788124
2010,NX46,Grey,3,-4.487316667,54.96449667,34.3219731
2010,NX46,Red,14,-4.448866364,54.96613182,34.3219731
2010,NX55,Grey,3,-4.200556667,54.86965333,13.46672594
2010,NX55,Red,11,-4.214736667,54.87423333,13.46672594
2010,NX56,Red,1,-4.20064,54.91879,43.52093398
2010,NX57,Red,2,-4.26796,55.06137,65.12366693
2010,NX65,Grey,4,-4.0858975,54.8572075,14.82476549
2010,NX65,Red,22,-4.165118125,54.875215,14.82476549
2010,NX66,Red,24,-4.06821125,54.98336875,36.75241134
2010,NX67,Grey,9,-4.115354286,55.05191286,42.42661512
2010,NX67,Red,22,-4.104975,55.04910714,42.42661512
2010,NX68,Grey,1,-4.17272,55.09546,31.23982783
2010,NX68,Red,5,-4.174862,55.12425,31.23982783
2010,NX75,Red,4,-3.9036225,54.890775,21.48052143
2010,NX76,Grey,3,-3.948166667,54.96834,9.151917499
2010,NX76,Red,21,-3.982032632,54.96775368,9.151917499
2010,NX77,Red,10,-3.942298889,55.05008,37.32133242
2010,NX79,Grey,2,-3.914865,55.20944,27.73666307
2010,NX79,Red,2,-3.95125,55.19808,27.73666307
2010,NX85,Grey,5,-3.798902,54.874888,26.54080807
2010,NX85,Red,58,-3.788167692,54.88489641,26.54080807
2010,NX86,Red,37,-3.835755769,54.95309192,19.9329177
2010,NX87,Red,15,-3.777008889,55.07101444,13.57025846
2010,NX88,Grey,8,-3.821411667,55.16180833,20.12792973
2010,NX88,Red,6,-3.8237475,55.1676925,20.12792973
2010,NX89,Grey,4,-3.84722,55.2421625,23.08957066
2010,NX89,Red,16,-3.799645714,55.23853571,23.08957066
2010,NX95,Red,68,-3.6907985,54.89065525,8.215517656
2010,NX96,Grey,5,-3.606566,54.992264,41.50211437
2010,NX96,Red,4,-3.6400725,54.985615,41.50211437
2010,NX97,Grey,10,-3.667188889,55.05576,14.26496372
2010,NX97,Red,43,-3.638007576,55.06599788,14.26496372
2010,NX98,Grey,2,-3.66056,55.14127,22.23443657
2010,NX98,Red,10,-3.6512625,55.1438625,22.23443657
2010,NX99,Grey,5,-3.7223,55.22111,47.24421085
2010,NX99,Red,19,-3.710368462,55.21372615,47.24421085
2010,NY06,Grey,2,-3.56364,54.98977,6.498054524
2010,NY06,Red,5,-3.423476667,55.00407333,6.498054524
2010,NY07,Grey,1,-3.44044,55.08476,20.50556632
2010,NY07,Red,13,-3.44512375,55.09514125,20.50556632
2010,NY08,Grey,1,-3.4186,55.17578,10.65754304
2010,NY08,Red,10,-3.4711025,55.12999125,10.65754304
2010,NY09,Grey,2,-3.47318,55.27174,48.97924599
2010,NY09,Red,4,-3.4811325,55.2426525,48.97924599
2010,NY16,Red,4,-3.350693333,55.0094,6.418828873
2010,NY17,Grey,3,-3.352433333,55.0612,14.94160441
2010,NY17,Red,13,-3.347867,55.066756,14.94160441
2010,NY18,Grey,8,-3.35406,55.142902,15.64863986
2010,NY18,Red,192,-3.372752275,55.11200836,15.64863986
2010,NY19,Grey,2,-3.31622,55.21378,33.09959597
2010,NY19,Red,6,-3.318261667,55.21989333,33.09959597
2010,NY26,Grey,2,-3.231425,55.012465,2.490546599
2010,NY26,Red,2,-3.225225,55.014325,2.490546599
2010,NY27,Grey,3,-3.170746667,55.04122333,13.9138467
2010,NY27,Red,11,-3.19754,55.04268,13.9138467
2010,NY28,Grey,1,-3.14978,55.11032,34.72248763
2010,NY28,Red,2,-3.11997,55.1097,34.72248763
2010,NY29,Grey,5,-3.1595,55.239075,60.00853742
2010,NY29,Red,2,-3.138505,55.236675,60.00853742
2010,NY37,Grey,1,-2.95155,55.08057,9.233204574
2010,NY37,Red,4,-2.948036667,55.08659,9.233204574
2010,NY38,Grey,11,-2.9969825,55.15153875,20.72635953
2010,NY38,Red,10,-3.004003333,55.15264167,20.72635953
2010,NY39,Grey,1,-3.08173,55.2026,27.87994255
2010,NY39,Red,7,-3.08562,55.20122,27.87994255
2010,NY47,Red,6,-2.93022,55.072655,4.52375074
2010,NY48,Grey,1,-2.8169,55.16063,23.15343335
2010,NY48,Red,1,-2.79859,55.18681,23.15343335
2010,NY58,Grey,1,-2.78109,55.17524,22.8869507
2010,NY58,Red,1,-2.75438,55.17451,22.8869507
2010,NY59,Grey,2,-2.77469,55.24987,39.51049887
2010,NY59,Red,2,-2.76552,55.263855,39.51049887
2011,NH10,Red,2,-5.01918,57.06719,26.56093464
2011,NH15,Red,3,-5.16612,57.52292,10.05165994
2011,NH18,Red,8,-5.168498333,57.82811167,14.54082537
2011,NH19,Red,1,-5.10183,57.87639,11.80942569
2011,NH20,Red,2,-4.8399,57.07453,32.85489454
2011,NH30,Red,5,-4.747913333,57.09606,37.44311907
2011,NH31,Red,2,-4.70839,57.17742,39.19969112
2011,NH33,Red,4,-4.76129,57.33798,31.22783166
2011,NH36,Red,1,-4.71286,57.63907,32.68067456
2011,NH41,Red,9,-4.570384286,57.21851,42.03341385
2011,NH42,Red,2,-4.49201,57.25088,28.49196903
2011,NH43,Red,1,-4.50165,57.34415,39.21451235
2011,NH44,Red,9,-4.53609,57.450505,29.90901559
2011,NH45,Red,16,-4.569696,57.55697,37.37418506
2011,NH47,Red,1,-4.685,57.69174,5.139353
2011,NH52,Red,20,-4.430389,57.306233,35.85233783
2011,NH53,Red,18,-4.386236923,57.37059385,41.75915114
2011,NH54,Red,13,-4.413972222,57.48149889,30.99710867
2011,NH55,Red,9,-4.443977143,57.54864429,21.25023912
2011,NH62,Red,1,-4.20541,57.33895,15.62479448
2011,NH63,Red,7,-4.219123333,57.38090333,46.31405152
2011,NH64,Red,81,-4.251166977,57.46910233,23.78669235
2011,NH65,Red,26,-4.27982,57.55676231,38.87788806
2011,NH66,Red,1,-4.31288,57.6982,25.93330849
2011,NH70,Red,14,-4.0434225,57.1062375,8.34128599
2011,NH72,Red,1,-4.0208,57.30427,12.46439657
2011,NH73,Red,5,-4.101664,57.395648,30.59451021
2011,NH74,Red,20,-4.095681429,57.48505929,36.16612256
2011,NH75,Red,1,-4.15168,57.58334,6.893602655
2011,NH76,Red,9,-4.0934,57.6259175,14.98620734
2011,NH80,Red,27,-3.9025035,57.128629,48.214815
2011,NH81,Red,13,-3.831168462,57.18438692,19.59033815
2011,NH82,Red,4,-3.9582375,57.31639,19.65842356
2011,NH83,Red,3,-3.95681,57.35115,12.6728508
2011,NH84,Red,5,-3.88089,57.49526,35.03741439
2011,NH85,Red,37,-3.929869375,57.57245813,16.61219593
2011,NH90,Red,17,-3.72745,57.15815846,24.26097414
2011,NH91,Red,47,-3.755473333,57.20655222,57.66995836
2011,NH92,Red,48,-3.730956,57.28346286,36.06455388
2011,NH94,Red,2,-3.728055,57.48833,57.85148977
2011,NH95,Red,12,-3.792016,57.576996,45.1913334
2011,NJ02,Red,64,-3.628241296,57.29200944,36.77600373
2011,NJ03,Red,6,-3.550262,57.376258,19.66558445
2011,NJ04,Red,1,-3.65534,57.51984,30.95405097
2011,NJ05,Red,10,-3.607761111,57.60030222,47.52315482
2011,NJ06,Red,1,-3.63471,57.65577,11.96321578
2011,NJ11,Red,2,-3.39732,57.256145,11.33780715
2011,NJ13,Red,4,-3.45741,57.39247,31.03600684
2011,NJ15,Red,4,-3.40387,57.59995333,46.65036575
2011,NJ16,Red,3,-3.45244,57.67549,21.3015693
2011,NJ20,Red,3,-3.170943333,57.16592333,6.223691137
2011,NJ23,Red,1,-3.25082,57.3601,23.18083634
2011,NJ24,Red,14,-3.218965,57.48370333,54.91674545
2011,NJ25,Red,4,-3.289475,57.596875,39.39811593
2011,NJ26,Red,23,-3.261516923,57.66556462,20.60485042
2011,NJ31,Red,1,-3.10554,57.22761,35.52153893
2011,NJ34,Red,4,-3.16776,57.49525,46.51024408
2011,NJ35,Red,11,-3.1138,57.59579778,50.04978343
2011,NJ36,Red,3,-3.11784,57.64816,16.3872224
2011,NJ40,Red,26,-2.900040833,57.1202925,27.05963155
2011,NJ41,Red,5,-2.9503775,57.216465,19.88644662
2011,NJ43,Red,41,-2.8842975,57.416008,53.24154169
2011,NJ44,Red,3,-2.854796667,57.48558333,27.9418649
2011,NJ50,Red,6,-2.69651,57.10799833,30.01773526
2011,NJ51,Grey,39,-2.734319744,57.21541282,19.51118331
2011,NJ51,Red,54,-2.727390204,57.22019918,19.51118331
2011,NJ53,Grey,1,-2.7601,57.37161,23.83603782
2011,NJ53,Red,4,-2.737505,57.3840175,23.83603782
2011,NJ54,Red,8,-2.791021429,57.47984,27.87688441
2011,NJ55,Red,3,-2.81877,57.555015,23.09535805
2011,NJ60,Grey,1,-2.59325,57.09363,26.05729921
2011,NJ60,Red,13,-2.606618571,57.13574286,26.05729921
2011,NJ61,Grey,27,-2.531598,57.248652,39.0690039
2011,NJ61,Red,37,-2.535119091,57.24021697,39.0690039
2011,NJ62,Red,6,-2.541935,57.315565,28.10178049
2011,NJ63,Red,2,-2.55154,57.37088,10.32312622
2011,NJ64,Red,3,-2.6284,57.465645,11.63815453
2011,NJ65,Red,4,-2.52662,57.59825,11.52239976
2011,NJ66,Red,8,-2.525632,57.655584,4.754388195
2011,NJ70,Grey,35,-2.341466875,57.09863438,27.10227556
2011,NJ70,Red,30,-2.35708,57.12672444,27.10227556
2011,NJ71,Grey,28,-2.413302593,57.23641926,17.82615559
2011,NJ71,Red,66,-2.402604792,57.23440208,17.82615559
2011,NJ72,Grey,5,-2.353462,57.283722,8.647064881
2011,NJ72,Red,28,-2.4473455,57.30705,8.647064881
2011,NJ73,Red,9,-2.403076667,57.42481333,10.27446577
2011,NJ74,Red,3,-2.454216667,57.50832,8.214475562
2011,NJ75,Red,8,-2.41291,57.54803,9.166340121
2011,NJ80,Grey,561,-2.219694792,57.12299929,14.58010168
2011,NJ80,Red,189,-2.250863333,57.13819974,14.58010168
2011,NJ81,Grey,110,-2.18430181,57.18695143,15.6304331
2011,NJ81,Red,45,-2.224793,57.20667925,15.6304331
2011,NJ82,Grey,1,-2.18356,57.34013,7.062034211
2011,NJ82,Red,29,-2.201865185,57.33625037,7.062034211
2011,NJ83,Red,47,-2.250902308,57.41817462,11.6073865
2011,NJ84,Red,3,-2.260463333,57.46344333,6.500095223
2011,NJ90,Grey,673,-2.129207785,57.15087269,5.383148939
2011,NJ90,Red,3,-2.128623333,57.16265333,5.383148939
2011,NJ91,Grey,90,-2.116564568,57.19270457,6.379574732
2011,NJ91,Red,8,-2.145178571,57.21146714,6.379574732
2011,NJ92,Grey,2,-2.14409,57.35986,7.521122607
2011,NJ92,Red,4,-2.114555,57.3471075,7.521122607
2011,NJ93,Grey,1,-2.05071,57.37888,9.321585904
2011,NJ93,Red,24,-2.063304,57.3729305,9.321585904
2011,NK03,Red,1,-2.00082,57.37979,5.66534156
2011,NK05,Red,1,-1.95066,57.5792,8.483066625
2011,NM56,Red,2,-6.04808,56.73333,20.99481609
2011,NM66,Red,1,-5.78474,56.74112,18.61514476
2011,NM70,Red,1,-5.55627,56.21025,6.841044361
2011,NM71,Red,2,-5.56064,56.23542,5.398195074
2011,NM77,Red,1,-5.75977,56.78593,6.893173521
2011,NM80,Red,23,-5.455341111,56.18273111,29.68135304
2011,NM81,Red,2,-5.48609,56.276335,46.85148605
2011,NM82,Red,11,-5.4733,56.39598,28.60444156
2011,NM83,Red,4,-5.4605575,56.4210375,7.63755531
2011,NM90,Red,2,-5.2822,56.227885,52.74169246
2011,NM93,Red,5,-5.337252,56.450608,34.14724735
2011,NM94,Red,1,-5.31997,56.51781,32.75122096
2011,NM95,Red,1,-5.26612,56.64591,14.59877383
2011,NM98,Red,1,-5.4302,56.87186,13.58080701
2011,NN00,Red,3,-5.113173333,56.19281333,54.46493862
2011,NN03,Red,4,-5.20594,56.43512,25.95876875
2011,NN05,Red,4,-5.187015,56.685845,37.34752926
2011,NN06,Red,15,-5.2047925,56.7191725,29.9504326
2011,NN07,Red,1,-5.14288,56.79407,25.03114223
2011,NN10,Red,3,-5.008396667,56.24523,43.60123567
2011,NN12,Red,5,-5.04193,56.40311,27.34293133
2011,NN16,Red,4,-5.00352,56.740875,25.38023582
2011,NN17,Red,7,-5.059522,56.827754,31.09643591
2011,NN18,Red,2,-5.04598,56.89176,38.97519401
2011,NN20,Grey,5,-4.76663,56.21056,27.57740589
2011,NN20,Red,24,-4.766178636,56.2072,27.57740589
2011,NN22,Red,1,-4.85974,56.40806,19.56149529
2011,NN28,Red,3,-4.910926667,56.95637,28.15805965
2011,NN29,Red,1,-4.82112,57.02282,23.99278748
2011,NN30,Grey,65,-4.715660308,56.22432446,23.91341763
2011,NN30,Red,82,-4.7051784,56.22791867,23.91341763
2011,NN32,Red,1,-4.66657,56.41471,23.8177188
2011,NN39,Red,2,-4.80257,57.051145,8.018670737
2011,NN40,Red,18,-4.438516154,56.18469077,47.75861553
2011,NN41,Red,2,-4.53065,56.26153,16.28032628
2011,NN48,Red,1,-4.61095,56.89258,16.01838785
2011,NN50,Grey,22,-4.367768333,56.17570667,52.79762028
2011,NN50,Red,38,-4.36288,56.200972,52.79762028
2011,NN51,Grey,11,-4.32179,56.3191,38.89665881
2011,NN51,Red,129,-4.296376703,56.29724341,38.89665881
2011,NN52,Red,105,-4.289299579,56.38496211,24.01601952
2011,NN53,Red,12,-4.301484,56.477452,17.97469143
2011,NN54,Red,3,-4.31999,56.59148,14.6052628
2011,NN58,Red,2,-4.46072,56.96146,19.74466776
2011,NN59,Red,2,-4.380835,56.991985,19.95645201
2011,NN60,Grey,87,-4.217712545,56.24717345,31.76733312
2011,NN60,Red,231,-4.225698256,56.24343128,31.76733312
2011,NN62,Grey,33,-4.149490909,56.39681788,8.411962309
2011,NN62,Red,167,-4.152668535,56.38986994,8.411962309
2011,NN63,Red,11,-4.232605,56.494167,9.741194994
2011,NN65,Red,3,-4.18589,56.69825,17.49786552
2011,NN66,Red,1,-4.16158,56.73524,10.94925836
2011,NN69,Red,8,-4.210011429,57.02543571,19.91885357
2011,NN70,Grey,32,-4.045687647,56.19058235,30.40181505
2011,NN70,Red,25,-4.02741,56.1965,30.40181505
2011,NN71,Grey,6,-3.981825,56.35003333,8.138972112
2011,NN71,Red,2,-3.984245,56.33207,8.138972112
2011,NN72,Grey,71,-4.008547059,56.38431059,22.93989513
2011,NN72,Red,43,-4.014393636,56.38262394,22.93989513
2011,NN74,Grey,1,-4.01835,56.6069,32.44981725
2011,NN74,Red,6,-4.03022,56.594155,32.44981725
2011,NN75,Red,1,-4.00972,56.62692,29.34473264
2011,NN76,Red,1,-4.04362,56.80301,41.81176025
2011,NN79,Red,5,-4.11849,57.06379667,19.05910056
2011,NN80,Grey,10,-3.86567,56.24326667,13.71261948
2011,NN80,Red,7,-3.86522,56.237506,13.71261948
2011,NN81,Grey,5,-3.8611,56.32026667,23.61479436
2011,NN81,Red,10,-3.833325714,56.30214571,23.61479436
2011,NN82,Grey,45,-3.861240976,56.37642707,14.39723104
2011,NN82,Red,11,-3.865455,56.372653,14.39723104
2011,NN84,Red,1,-3.91732,56.62121,33.1220158
2011,NN85,Red,11,-3.82405125,56.65662,24.49755691
2011,NN86,Grey,1,-3.83206,56.77884,42.21309413
2011,NN86,Red,79,-3.8521144,56.774326,42.21309413
2011,NN87,Red,2,-3.82819,56.81709,1.126675118
2011,NN89,Red,1,-3.90177,57.05634,29.26714563
2011,NN90,Red,6,-3.64686,56.22788,23.74283752
2011,NN91,Grey,9,-3.721625556,56.29875444,17.13648374
2011,NN91,Red,10,-3.7035175,56.29819875,17.13648374
2011,NN92,Grey,69,-3.714903043,56.40844797,21.14207811
2011,NN92,Red,39,-3.720802647,56.42429324,21.14207811
2011,NN93,Red,1,-3.68332,56.45387,5.989824319
2011,NN94,Red,7,-3.68134,56.586725,53.60620107
2011,NN95,Grey,48,-3.712449792,56.69444021,42.12155818
2011,NN95,Red,57,-3.730197436,56.69936718,42.12155818
2011,NN96,Grey,1,-3.75912,56.7417,11.44353422
2011,NN96,Red,4,-3.774185,56.743,11.44353422
2011,NN97,Red,3,-3.760286667,56.84246667,0.975875954
2011,NO00,Grey,3,-3.579585,56.206945,32.53154836
2011,NO00,Red,16,-3.527395714,56.22073786,32.53154836
2011,NO01,Grey,18,-3.5178725,56.3308475,23.39633369
2011,NO01,Red,24,-3.506222857,56.34243429,23.39633369
2011,NO02,Grey,68,-3.497447949,56.43643462,21.85944932
2011,NO02,Red,54,-3.52283,56.432398,21.85944932
2011,NO03,Grey,39,-3.5050125,56.48948438,20.17531459
2011,NO03,Red,25,-3.509391905,56.48951571,20.17531459
2011,NO04,Grey,124,-3.573872193,56.56532325,36.97888329
2011,NO04,Red,95,-3.576665,56.5636394,36.97888329
2011,NO05,Red,2,-3.52087,56.71874,12.85240745
2011,NO06,Red,10,-3.520626,56.734866,19.3679366
2011,NO08,Red,12,-3.529814444,56.98866556,5.099350118
2011,NO09,Red,7,-3.547047143,57.00559857,14.65755205
2011,NO10,Grey,7,-3.3757425,56.2212125,7.675951384
2011,NO10,Red,14,-3.384188,56.220745,7.675951384
2011,NO11,Grey,3,-3.351856667,56.33154667,15.37962744
2011,NO11,Red,25,-3.3786085,56.332423,15.37962744
2011,NO12,Grey,81,-3.419933864,56.39708841,16.46964991
2011,NO12,Red,36,-3.3930905,56.3988905,16.46964991
2011,NO13,Grey,127,-3.427287154,56.51073301,19.02791526
2011,NO13,Red,69,-3.437347727,56.51187561,19.02791526
2011,NO14,Grey,95,-3.36506172,56.57859871,13.6384102
2011,NO14,Red,48,-3.348528,56.57872933,13.6384102
2011,NO15,Red,18,-3.419954444,56.65660889,24.5170626
2011,NO16,Red,2,-3.39588,56.756635,9.010510293
2011,NO17,Red,1,-3.46045,56.81447,0.870219763
2011,NO18,Red,1,-3.47539,56.99022,5.843030316
2011,NO19,Red,10,-3.376238571,57.01071286,20.32438728
2011,NO20,Grey,45,-3.209198095,56.24420095,15.00207846
2011,NO20,Red,47,-3.205515185,56.24462444,15.00207846
2011,NO21,Grey,20,-3.178708571,56.30212429,13.96720504
2011,NO21,Red,25,-3.192988571,56.29734429,13.96720504
2011,NO22,Grey,8,-3.24820125,56.4033475,6.720742638
2011,NO22,Red,22,-3.245318095,56.39048048,6.720742638
2011,NO23,Grey,1,-3.26521,56.46962,17.71627683
2011,NO23,Red,16,-3.257967273,56.48763364,17.71627683
2011,NO24,Grey,172,-3.18683681,56.5914727,8.413822074
2011,NO24,Red,67,-3.18071339,56.60264508,8.413822074
2011,NO25,Grey,40,-3.1693915,56.672257,20.8072609
2011,NO25,Red,14,-3.19924,56.67366692,20.8072609
2011,NO26,Red,2,-3.30003,56.72802,27.80152619
2011,NO27,Red,1,-3.23163,56.86034,10.96151411
2011,NO28,Red,5,-3.176845,56.94397,1.925625374
2011,NO29,Red,5,-3.23874,57.03198333,26.31510569
2011,NO30,Grey,3,-3.023115,56.23892,10.0008326
2011,NO30,Red,6,-3.075842,56.24157,10.0008326
2011,NO31,Grey,1,-2.9782,56.29162,9.87046602
2011,NO31,Red,25,-3.100292105,56.29663316,9.87046602
2011,NO32,Grey,7,-3.004376667,56.41051167,6.249286622
2011,NO32,Red,14,-3.011458462,56.40540923,6.249286622
2011,NO33,Grey,30,-3.0264148,56.4711468,10.61392254
2011,NO33,Red,41,-3.036923793,56.47796517,10.61392254
2011,NO34,Grey,10,-3.006787143,56.61801,10.75573689
2011,NO34,Red,13,-3.009301429,56.61738571,10.75573689
2011,NO35,Grey,28,-3.0540575,56.6669775,11.29131924
2011,NO35,Red,41,-3.021082647,56.68641265,11.29131924
2011,NO36,Red,3,-3.057376667,56.77762667,15.99962857
2011,NO38,Red,2,-3.128165,56.96463,3.842743494
2011,NO39,Red,33,-3.061938696,57.05078391,37.78469367
2011,NO40,Grey,4,-2.8916625,56.23122,10.47556604
2011,NO40,Red,6,-2.90578,56.24368167,10.47556604
2011,NO41,Grey,4,-2.888075,56.3311,6.552154293
2011,NO41,Red,4,-2.8716,56.3123125,6.552154293
2011,NO42,Grey,3,-2.914706667,56.39382667,22.01151177
