OSGR10km,Latitude(WGS84),Longitude(WGS84),Forest Cover(%),CountRed,CountGrey,%Red,%Grey
NS96,55.8789458,-3.667992923,0.199431367,0,87,0,1
NS97,55.97616768,-3.690324294,0.14215196,3,130,0.022556391,0.977443609
NS98,56.0650123,-3.681347078,0.12023511,138,323,0.299349241,0.700650759
NS99,56.14180187,-3.697441648,0.228417202,647,404,0.615604186,0.384395814
NT00,55.32640295,-3.456125639,0.448028506,261,267,0.494318182,0.505681818
NT01,55.40008633,-3.521108467,0.420761893,37,1,0.973684211,0.026315789
NT02,55.496721,-3.445686,0.180875242,11,1,0.916666667,0.083333333
NT03,55.59004029,-3.491716267,0.129874988,6,47,0.113207547,0.886792453
NT04,55.69219822,-3.49941715,0.13658187,1,60,0.016393443,0.983606557
NT06,55.88491855,-3.512860766,0.186688283,2,204,0.009708738,0.990291262
NT07,55.95820061,-3.527629224,0.116464456,17,74,0.186813187,0.813186813
NT08,56.07054209,-3.529058041,0.078000546,28,188,0.12962963,0.87037037
NT09,56.15861387,-3.555275899,0.203375634,261,69,0.790909091,0.209090909
NT10,55.32940546,-3.397207093,0.492750012,66,77,0.461538462,0.538461538
NT11,55.428351,-3.307018333,0.10475819,0,3,0,1
NT12,55.51268544,-3.405092889,0.154929138,11,0,1,0
NT13,55.60520411,-3.353417533,0.157359746,103,608,0.144866385,0.855133615
NT14,55.69170882,-3.373286211,0.161854275,7,59,0.106060606,0.893939394
NT15,55.76980914,-3.342138762,0.097359557,1,28,0.034482759,0.965517241
NT16,55.897781,-3.327743224,0.098299612,1,82,0.012048193,0.987951807
NT17,55.96019695,-3.328400905,0.094777572,0,364,0,1
NT18,56.05761763,-3.373413971,0.087990007,75,194,0.278810409,0.721189591
NT19,56.15053458,-3.385666085,0.170236278,222,32,0.874015748,0.125984252
NT20,55.33676517,-3.168249174,0.730748301,28,0,1,0
NT21,55.41828097,-3.153522148,0.408098031,84,22,0.79245283,0.20754717
NT22,55.49120969,-3.196661385,0.157658453,34,10,0.772727273,0.227272727
NT23,55.63199344,-3.178845109,0.163985542,356,575,0.382384533,0.617615467
NT24,55.65902218,-3.181443478,0.355317267,232,647,0.263936291,0.736063709
NT25,55.80930362,-3.217809923,0.164696082,1,17,0.055555556,0.944444444
NT26,55.88006219,-3.204988582,0.126153088,5,323,0.015243902,0.984756098
NT27,55.94799921,-3.203041605,0.049180864,7,1027,0.006769826,0.993230174
NT28,56.0715171,-3.2203811,0.02795883,1,27,0.035714286,0.964285714
NT29,56.13084336,-3.180378526,0.119626288,11,98,0.100917431,0.899082569
NT30,55.36657895,-3.014818689,0.69517991,63,19,0.768292683,0.231707317
NT31,55.41537493,-2.988456507,0.502654325,91,8,0.919191919,0.080808081
NT32,55.51419577,-2.999459101,0.088144504,55,38,0.591397849,0.408602151
NT33,55.61937278,-3.050256299,0.454800689,524,518,0.502879079,0.497120921
NT34,55.66194609,-3.063803,0.101035168,9,13,0.409090909,0.590909091
NT35,55.796787,-3.034278667,0.107171669,5,7,0.416666667,0.583333333
NT36,55.87554168,-3.031156386,0.14372726,2,140,0.014084507,0.985915493
NT37,55.94357453,-3.077569175,0.018005938,3,50,0.056603774,0.943396226
NT39,56.162483,-3.101201063,0.042853529,18,14,0.5625,0.4375
NT40,55.34956804,-2.90100157,0.206774105,92,91,0.50273224,0.49726776
NT41,55.41252594,-2.834220669,0.111729874,135,414,0.245901639,0.754098361
NT42,55.5244604,-2.872803762,0.223149224,136,249,0.353246753,0.646753247
NT43,55.60459031,-2.875422525,0.206392672,246,556,0.306733167,0.693266833
NT44,55.69503791,-2.873945014,0.091249792,13,63,0.171052632,0.828947368
NT45,55.78164957,-2.902959714,0.138362687,2,14,0.125,0.875
NT46,55.88877145,-2.866863171,0.125584483,43,54,0.443298969,0.556701031
NT47,55.96404969,-2.887038207,0.06379801,4,37,0.097560976,0.902439024
NT48,56.033557,-2.830203,0.013532262,0,9,0,1
NT50,55.36477332,-2.688685154,0.604247454,257,352,0.422003284,0.577996716
NT51,55.42924858,-2.716948323,0.107484804,126,603,0.172839506,0.827160494
NT52,55.49905464,-2.698491424,0.137542303,34,266,0.113333333,0.886666667
NT53,55.59845184,-2.719343764,0.156749234,117,392,0.229862475,0.770137525
NT54,55.70256717,-2.726366159,0.112370365,26,100,0.206349206,0.793650794
NT55,55.78555407,-2.719792571,0.032902989,2,14,0.125,0.875
NT56,55.89396661,-2.742391962,0.108993043,11,261,0.040441176,0.959558824
NT57,55.95578863,-2.750070196,0.08262098,11,55,0.166666667,0.833333333
NT58,56.05068579,-2.731693224,0.031423311,6,66,0.083333333,0.916666667
NT60,55.35931871,-2.52826532,0.488091366,118,23,0.836879433,0.163120567
NT61,55.42933153,-2.574378868,0.210184451,133,175,0.431818182,0.568181818
NT62,55.50410734,-2.569569538,0.133842392,47,176,0.210762332,0.789237668
NT63,55.60562736,-2.555287443,0.09550151,39,77,0.336206897,0.663793103
NT64,55.71210059,-2.592201161,0.107793135,17,40,0.298245614,0.701754386
NT65,55.77000715,-2.569387692,0.077658409,3,14,0.176470588,0.823529412
NT66,55.8661785,-2.564236,0.130405748,0,5,0,1
NT67,55.96673003,-2.545190875,0.121834986,6,172,0.033707865,0.966292135
NT68,56.01738522,-2.624406444,0.023854339,11,1,0.916666667,0.083333333
NT70,55.34507543,-2.393521857,0.11216536,13,0,1,0
NT71,55.43045128,-2.45563948,0.149024148,20,17,0.540540541,0.459459459
NT72,55.53863014,-2.417131319,0.089139988,26,51,0.337662338,0.662337662
NT73,55.60046716,-2.42383932,0.065221546,17,148,0.103030303,0.896969697
NT74,55.71828865,-2.42648075,0.075505144,14,101,0.12173913,0.87826087
NT75,55.78851989,-2.364323479,0.146803912,11,474,0.022680412,0.977319588
NT76,55.86681286,-2.37091925,0.209573834,7,57,0.109375,0.890625
NT77,55.93409647,-2.3645,0.036921058,1,16,0.058823529,0.941176471
NT81,55.446224,-2.2181275,0.040132752,2,0,1,0
NT82,55.54014447,-2.271554294,0.043025671,7,10,0.411764706,0.588235294
NT83,55.63865566,-2.265435531,0.014562672,4,48,0.076923077,0.923076923
NT84,55.68428992,-2.228144876,0.05647118,23,459,0.047717842,0.952282158
NT85,55.78809416,-2.229959642,0.061531566,24,300,0.074074074,0.925925926
NT86,55.8711597,-2.228359394,0.124429903,28,85,0.247787611,0.752212389
NT94,55.7235465,-2.123088333,0.00265049,1,7,0.125,0.875
NT95,55.76719223,-2.120873256,0.042318325,17,457,0.035864979,0.964135021
NT96,55.86008571,-2.1169314,0.042915132,24,63,0.275862069,0.724137931
NW95,54.867807,-5.130575,0.009099889,10,1,0.909090909,0.090909091
NW96,54.923018,-5.142123938,0.030914173,15,10,0.6,0.4
NX04,54.7733071,-4.9663479,0.020725565,15,2,0.882352941,0.117647059
NX05,54.87302292,-5.076017563,0.041236939,126,11,0.919708029,0.080291971
NX06,54.92559911,-5.028759192,0.062477216,137,31,0.81547619,0.18452381
NX07,55.03680555,-5.013536636,0.197325386,6,7,0.461538462,0.538461538
NX08,55.09090236,-4.995428909,0.010723756,12,5,0.705882353,0.294117647
NX13,54.6711075,-4.924758,0.002524859,2,1,0.666666667,0.333333333
NX14,54.7453455,-4.9405965,0.011520755,4,0,1,0
NX15,54.87788887,-4.879674762,0.075380297,234,57,0.804123711,0.195876289
NX16,54.92174378,-4.915527261,0.115113988,261,168,0.608391608,0.391608392
NX17,55.0283215,-4.903616375,0.228260168,5,3,0.625,0.375
NX18,55.13236421,-4.891465333,0.231987944,113,27,0.807142857,0.192857143
NX19,55.21168583,-4.864871,0.022893955,6,1,0.857142857,0.142857143
NX25,54.87582763,-4.762276917,0.181324144,29,3,0.90625,0.09375
NX26,54.95190263,-4.700423656,0.336521613,51,1,0.980769231,0.019230769
NX27,55.0438202,-4.7242424,0.616249503,21,1,0.954545455,0.045454545
NX28,55.10702646,-4.751423425,0.556039455,83,26,0.76146789,0.23853211
NX29,55.20637612,-4.751347303,0.294215184,36,42,0.461538462,0.538461538
NX34,54.75825562,-4.555198652,0.073937365,118,106,0.526785714,0.473214286
NX35,54.85533709,-4.564812289,0.217631912,68,8,0.894736842,0.105263158
NX36,54.96298722,-4.562418242,0.366193472,78,58,0.573529412,0.426470588
NX37,55.04191341,-4.553817171,0.632355972,117,24,0.829787234,0.170212766
NX38,55.10587005,-4.5780385,0.793928548,227,1,0.995614035,0.004385965
NX39,55.22317,-4.6051288,0.506481585,7,4,0.636363636,0.363636364
NX43,54.71010076,-4.4389965,0.018044298,33,23,0.589285714,0.410714286
NX44,54.79245189,-4.428151924,0.092775161,48,151,0.24120603,0.75879397
NX45,54.87842078,-4.380943943,0.080567881,96,97,0.497409326,0.502590674
NX46,54.95749645,-4.458919281,0.343219731,398,50,0.888392857,0.111607143
NX47,55.03175589,-4.419897316,0.469662352,20,0,1,0
NX48,55.10187025,-4.4838375,0.27043343,6,0,1,0
NX49,55.24434371,-4.428643964,0.426708638,29,1,0.966666667,0.033333333
NX54,54.81956337,-4.201788579,0.006172768,19,5,0.791666667,0.208333333
NX55,54.87492853,-4.218566318,0.134667259,279,279,0.5,0.5
NX56,54.92247041,-4.206776597,0.43520934,153,50,0.753694581,0.246305419
NX57,55.0716132,-4.2911402,0.651236669,12,1,0.923076923,0.076923077
NX58,55.12374191,-4.21321259,0.472020974,237,97,0.709580838,0.290419162
NX59,55.24000604,-4.257189633,0.324636103,58,7,0.892307692,0.107692308
NX64,54.80952594,-4.073219154,0.04450753,103,2,0.980952381,0.019047619
NX65,54.8686271,-4.127595316,0.148247655,388,132,0.746153846,0.253846154
NX66,54.9853498,-4.074440561,0.367524113,101,60,0.627329193,0.372670807
NX67,55.04884745,-4.101431746,0.424266151,270,179,0.601336303,0.398663697
NX68,55.12982511,-4.13650957,0.312398278,237,97,0.709580838,0.290419162
NX69,55.20187306,-4.169913706,0.493830336,23,4,0.851851852,0.148148148
NX74,54.80827083,-3.943822167,0.030340986,22,1,0.956521739,0.043478261
NX75,54.87950633,-3.908066894,0.214805214,265,17,0.939716312,0.060283688
NX76,54.95797752,-3.960864672,0.091519175,205,37,0.847107438,0.152892562
NX77,55.04788347,-3.951972545,0.373213324,198,58,0.7734375,0.2265625
NX78,55.16413795,-3.915740782,0.324904708,319,21,0.938235294,0.061764706
NX79,55.21331882,-3.930380234,0.277366631,290,250,0.537037037,0.462962963
NX84,54.82493333,-3.845768,0.012748901,3,0,1,0
NX85,54.88359666,-3.797782549,0.265408081,1411,118,0.922825376,0.077174624
NX86,54.9386675,-3.818226918,0.199329177,693,21,0.970588235,0.029411765
NX87,55.07877859,-3.773047707,0.135702585,146,199,0.423188406,0.576811594
NX88,55.14910652,-3.808461799,0.201279297,425,386,0.52404439,0.47595561
NX89,55.24165597,-3.796532015,0.230895707,367,704,0.342670401,0.657329599
NX95,54.89705127,-3.661977549,0.082155177,258,85,0.752186589,0.247813411
NX96,54.98909179,-3.631694899,0.415021144,142,192,0.425149701,0.574850299
NX97,55.05174273,-3.632422006,0.142649637,766,875,0.466788544,0.533211456
NX98,55.14964947,-3.657284549,0.222344366,322,422,0.432795699,0.567204301
NX99,55.21938994,-3.69978564,0.472442108,171,147,0.537735849,0.462264151
NY06,54.99717517,-3.465586805,0.064980545,78,75,0.509803922,0.490196078
NY07,55.06583512,-3.476713409,0.205055663,197,91,0.684027778,0.315972222
NY08,55.14030923,-3.497884281,0.10657543,505,178,0.739385066,0.260614934
NY09,55.22884589,-3.473710021,0.48979246,820,134,0.859538784,0.140461216
NY16,55.00659436,-3.284899098,0.064188289,149,175,0.459876543,0.540123457
NY17,55.05834297,-3.327660976,0.149416044,628,361,0.634984833,0.365015167
NY18,55.14798964,-3.355240817,0.156486399,582,214,0.731155779,0.268844221
NY19,55.23374735,-3.35198691,0.33099596,271,61,0.81626506,0.18373494
NY26,55.00984638,-3.201465365,0.024905466,57,124,0.314917127,0.685082873
NY27,55.05995929,-3.181679048,0.139138467,493,595,0.453125,0.546875
NY28,55.13050988,-3.190278097,0.347224876,62,58,0.516666667,0.483333333
NY29,55.22729145,-3.165383988,0.600085374,55,38,0.591397849,0.408602151
NY36,55.00600767,-3.0756875,0.002929756,2,5,0.285714286,0.714285714
NY37,55.08133837,-2.984778403,0.092332046,36,252,0.125,0.875
NY38,55.16716259,-3.019503277,0.207263595,360,242,0.598006645,0.401993355
NY39,55.21333857,-3.041147865,0.278799426,36,18,0.666666667,0.333333333
NY47,55.08464576,-2.902672896,0.045237507,19,113,0.143939394,0.856060606
NY48,55.16708065,-2.818394555,0.231534334,184,148,0.554216867,0.445783133
NY49,55.23639769,-2.829906154,0.081265279,8,8,0.5,0.5
NY58,55.17558147,-2.773406438,0.228869507,49,26,0.653333333,0.346666667
NY59,55.2409842,-2.731670072,0.395104989,68,86,0.441558442,0.558441558
NY69,55.2524025,-2.6091325,0.033537804,3,0,1,0
