Year,OSGR10km,Type,Species,Latitude(WGS84),Longitude(WGS84),Count,Forest Cover(%)
2010,NS52,Grey,Grey,55.48127233,-4.323173667,9,0.154387766
2010,NS56,Grey,Grey,55.8492724,-4.305103,6,0.064706874
2010,NS57,Grey,Grey,55.92524067,-4.349522667,3,0.186779461
2010,NS59,Red,Red,56.15988488,-4.369565538,30,0.342263416
2010,NS61,Grey,Grey,55.379181,-4.189829,1,0.117161434
2010,NS61,Red,Red,55.367565,-4.186031,1,0.117161434
2010,NS65,Grey,Grey,55.7780435,-4.1734275,2,0.120713864
2010,NS66,Grey,Grey,55.839529,-4.145088,2,0.105119157
2010,NS67,Grey,Grey,55.93483475,-4.19737,8,0.121623425
2010,NS67,Red,Red,55.963314,-4.170243,2,0.121623425
2010,NS69,Red,Red,56.11572,-4.1812315,2,0.126435046
2010,NS70,Grey,Grey,55.348139,-3.896322,1,0.110678626
2010,NS70,Red,Red,55.351733,-3.924889,2,0.110678626
2010,NS74,Grey,Grey,55.667471,-4.043479,1,0.067105307
2010,NS75,Grey,Grey,55.775023,-3.984689,2,0.185123083
2010,NS76,Grey,Grey,55.834114,-3.967818,1,0.139718097
2010,NS78,Red,Red,56.064038,-3.976307,1,0.278273626
2010,NS79,Grey,Grey,56.13872475,-3.98949,5,0.158513647
2010,NS79,Red,Red,56.11289078,-3.965276889,10,0.158513647
2010,NS80,Red,Red,55.3082823,-3.8158126,10,0.17839612
2010,NS81,Grey,Grey,55.415731,-3.76369,1,0.059451403
2010,NS83,Grey,Grey,55.632363,-3.881436,1,0.194732191
2010,NS84,Grey,Grey,55.6603775,-3.7822705,2,0.175714107
2010,NS89,Grey,Grey,56.13054671,-3.820666429,8,0.104547794
2010,NS89,Red,Red,56.162926,-3.916965,2,0.104547794
2010,NS97,Grey,Grey,55.932145,-3.657421,1,0.14215196
2010,NS99,Grey,Grey,56.1328986,-3.7131514,14,0.228417202
2010,NS99,Red,Red,56.1387437,-3.6764784,18,0.228417202
2010,NT00,Grey,Grey,55.305704,-3.451592,2,0.448028506
2010,NT00,Red,Red,55.3055384,-3.4541546,5,0.448028506
2010,NT03,Grey,Grey,55.599115,-3.521849,2,0.129874988
2010,NT03,Red,Red,55.569194,-3.435923,3,0.129874988
2010,NT06,Grey,Grey,55.8825425,-3.475488,2,0.186688283
2010,NT09,Grey,Grey,56.163438,-3.488619,1,0.203375634
2010,NT09,Red,Red,56.17224633,-3.531103167,6,0.203375634
2010,NT11,Grey,Grey,55.440676,-3.274758,1,0.10475819
2010,NT13,Grey,Grey,55.61215186,-3.372176143,9,0.157359746
2010,NT13,Red,Red,55.5975,-3.356807,2,0.157359746
2010,NT14,Grey,Grey,55.728274,-3.433796,1,0.161854275
2010,NT17,Grey,Grey,55.9786745,-3.320793,5,0.094777572
2010,NT18,Grey,Grey,56.0842445,-3.4326835,3,0.087990007
2010,NT19,Red,Red,56.12222,-3.400414,4,0.170236278
2010,NT21,Grey,Grey,55.38978,-3.243124,1,0.408098031
2010,NT21,Red,Red,55.38978,-3.243124,1,0.408098031
2010,NT23,Grey,Grey,55.63886975,-3.19279525,13,0.163985542
2010,NT23,Red,Red,55.6275085,-3.21726625,5,0.163985542
2010,NT24,Grey,Grey,55.652505,-3.210117,1,0.355317267
2010,NT24,Red,Red,55.652505,-3.210117,1,0.355317267
2010,NT27,Grey,Grey,55.93085463,-3.218776125,12,0.049180864
2010,NT29,Grey,Grey,56.185541,-3.147491,1,0.119626288
2010,NT32,Grey,Grey,55.5122715,-2.9627325,3,0.088144504
2010,NT33,Grey,Grey,55.6441,-3.105706,4,0.454800689
2010,NT33,Red,Red,55.6441,-3.105706,2,0.454800689
2010,NT36,Grey,Grey,55.896846,-3.067308,11,0.14372726
2010,NT36,Red,Red,55.87707,-3.020493,1,0.14372726
2010,NT41,Grey,Grey,55.42492467,-2.801286333,3,0.111729874
2010,NT41,Red,Red,55.4217555,-2.8049085,2,0.111729874
2010,NT42,Grey,Grey,55.5415188,-2.9097276,6,0.223149224
2010,NT42,Red,Red,55.53960317,-2.872277,6,0.223149224
2010,NT43,Grey,Grey,55.6013655,-2.818914,6,0.206392672
2010,NT43,Red,Red,55.59261433,-2.807878,3,0.206392672
2010,NT46,Red,Red,55.887275,-2.860883,1,0.125584483
2010,NT50,Grey,Grey,55.371635,-2.7739105,2,0.604247454
2010,NT51,Grey,Grey,55.40734617,-2.711186667,13,0.107484804
2010,NT51,Red,Red,55.42395364,-2.676986091,11,0.107484804
2010,NT52,Grey,Grey,55.554132,-2.683968,1,0.137542303
2010,NT52,Red,Red,55.508474,-2.653092,2,0.137542303
2010,NT53,Grey,Grey,55.6008598,-2.7138242,13,0.156749234
2010,NT53,Red,Red,55.59564925,-2.709480625,18,0.156749234
2010,NT54,Grey,Grey,55.676671,-2.778333,1,0.112370365
2010,NT61,Grey,Grey,55.40948033,-2.561417333,3,0.210184451
2010,NT61,Red,Red,55.403808,-2.58087425,4,0.210184451
2010,NT62,Grey,Grey,55.5025495,-2.5801645,2,0.133842392
2010,NT62,Red,Red,55.486438,-2.567275,2,0.133842392
2010,NT63,Grey,Grey,55.606478,-2.546741,2,0.09550151
2010,NT63,Red,Red,55.583673,-2.524259,1,0.09550151
2010,NT64,Red,Red,55.688788,-2.527256,1,0.107793135
2010,NT72,Grey,Grey,55.5032415,-2.4067975,2,0.089139988
2010,NT72,Red,Red,55.474339,-2.451618,1,0.089139988
2010,NT73,Grey,Grey,55.6070165,-2.4110735,2,0.065221546
2010,NT74,Grey,Grey,55.73425133,-2.382424667,3,0.075505144
2010,NT74,Red,Red,55.718082,-2.381205,2,0.075505144
2010,NT75,Grey,Grey,55.743244,-2.379858,2,0.146803912
2010,NT75,Red,Red,55.796269,-2.375589,1,0.146803912
2010,NT83,Grey,Grey,55.649239,-2.24706,1,0.014562672
2010,NT83,Red,Red,55.649239,-2.24706,1,0.014562672
2010,NT84,Grey,Grey,55.696921,-2.209927,3,0.05647118
2010,NT85,Grey,Grey,55.8013565,-2.234029,3,0.061531566
2010,NT85,Red,Red,55.790277,-2.260711,3,0.061531566
2010,NT86,Grey,Grey,55.8595735,-2.20127,2,0.124429903
2010,NT86,Red,Red,55.86675833,-2.203171,3,0.124429903
2010,NT94,Red,Red,55.729402,-2.115411,1,0.00265049
2010,NT95,Grey,Grey,55.77434733,-2.078872667,3,0.042318325
2010,NT95,Red,Red,55.7669704,-2.0951166,5,0.042318325
2010,NX04,Red,Red,54.744453,-4.958791,1,0.020725565
2010,NX06,Red,Red,54.9165205,-5.090888,4,0.062477216
2010,NX15,Red,Red,54.87677017,-4.896249333,11,0.075380297
2010,NX18,Grey,Grey,55.154725,-4.832112,1,0.231987944
2010,NX18,Red,Red,55.14648713,-4.862328,17,0.231987944
2010,NX26,Red,Red,54.95786867,-4.672434,5,0.336521613
2010,NX27,Grey,Grey,55.018876,-4.758372,1,0.616249503
2010,NX27,Red,Red,55.047675,-4.796364,1,0.616249503
2010,NX28,Red,Red,55.1019185,-4.7633085,2,0.556039455
2010,NX29,Grey,Grey,55.178351,-4.821222,1,0.294215184
2010,NX29,Red,Red,55.208669,-4.713325,1,0.294215184
2010,NX35,Grey,Grey,54.8825,-4.540104,1,0.217631912
2010,NX35,Red,Red,54.85449267,-4.575221333,5,0.217631912
2010,NX36,Grey,Grey,54.95145957,-4.576094714,8,0.366193472
2010,NX36,Red,Red,54.9531132,-4.5841876,7,0.366193472
2010,NX37,Grey,Grey,55.06635613,-4.569609,9,0.632355972
2010,NX37,Red,Red,55.05303614,-4.583617429,7,0.632355972
2010,NX44,Red,Red,54.766112,-4.473726,1,0.092775161
2010,NX45,Grey,Grey,54.874261,-4.369672,1,0.080567881
2010,NX45,Red,Red,54.87637483,-4.376292,8,0.080567881
2010,NX46,Grey,Grey,54.964496,-4.487314333,3,0.343219731
2010,NX46,Red,Red,54.96019967,-4.462737333,5,0.343219731
2010,NX55,Red,Red,54.87940033,-4.2000455,8,0.134667259
2010,NX65,Grey,Grey,54.86284633,-4.093207,3,0.148247655
2010,NX65,Red,Red,54.87706422,-4.171686556,11,0.148247655
2010,NX66,Red,Red,54.970011,-4.06168075,12,0.367524113
2010,NX67,Grey,Grey,55.05737333,-4.123951333,8,0.424266151
2010,NX67,Red,Red,55.0464555,-4.103357625,9,0.424266151
2010,NX68,Red,Red,55.126803,-4.171025,3,0.312398278
2010,NX75,Red,Red,54.890774,-3.903622,4,0.214805214
2010,NX76,Grey,Grey,54.968339,-3.948167667,3,0.091519175
2010,NX76,Red,Red,54.96394558,-3.976788667,14,0.091519175
2010,NX77,Red,Red,55.04766114,-3.935643,8,0.373213324
2010,NX79,Grey,Grey,55.209441,-3.9148645,2,0.277366631
2010,NX85,Grey,Grey,54.872275,-3.785069333,3,0.265408081
2010,NX85,Red,Red,54.88416385,-3.7904313,34,0.265408081
2010,NX86,Red,Red,54.94902056,-3.830935938,26,0.199329177
2010,NX87,Red,Red,55.0704875,-3.7722045,10,0.135702585
2010,NX88,Grey,Grey,55.1569498,-3.8329482,7,0.201279297
2010,NX88,Red,Red,55.166823,-3.821741667,5,0.201279297
2010,NX89,Grey,Grey,55.2335005,-3.8405055,2,0.230895707
2010,NX89,Red,Red,55.23661067,-3.802532833,13,0.230895707
2010,NX95,Red,Red,54.88944694,-3.691395088,56,0.082155177
2010,NX96,Grey,Grey,54.98965633,-3.595417333,3,0.415021144
2010,NX96,Red,Red,54.97727133,-3.647559667,3,0.415021144
2010,NX97,Grey,Grey,55.05934788,-3.662067875,9,0.142649637
2010,NX97,Red,Red,55.06919621,-3.641329042,31,0.142649637
2010,NX98,Red,Red,55.1480118,-3.6530108,7,0.222344366
2010,NX99,Grey,Grey,55.2213015,-3.7203255,2,0.472442108
2010,NX99,Red,Red,55.21255382,-3.710966727,17,0.472442108
2010,NY06,Grey,Grey,54.989772,-3.563642,1,0.064980545
2010,NY06,Red,Red,55.0040665,-3.4242595,2,0.064980545
2010,NY07,Red,Red,55.095243,-3.4523095,11,0.205055663
2010,NY08,Grey,Grey,55.175783,-3.418601,1,0.10657543
2010,NY08,Red,Red,55.1351856,-3.4909068,7,0.10657543
2010,NY09,Grey,Grey,55.272203,-3.472407,2,0.48979246
2010,NY09,Red,Red,55.23470733,-3.500373,3,0.48979246
2010,NY16,Red,Red,55.004216,-3.33124175,5,0.064188289
2010,NY17,Grey,Grey,55.06119933,-3.352434,3,0.149416044
2010,NY17,Red,Red,55.07832233,-3.348308667,3,0.149416044
2010,NY18,Grey,Grey,55.13577025,-3.3411035,7,0.156486399
2010,NY18,Red,Red,55.143597,-3.356275,8,0.156486399
2010,NY19,Grey,Grey,55.217337,-3.319478,1,0.33099596
2010,NY19,Red,Red,55.2196785,-3.33096525,4,0.33099596
2010,NY26,Grey,Grey,55.0124605,-3.2314215,2,0.024905466
2010,NY26,Red,Red,55.014338,-3.223659,1,0.024905466
2010,NY27,Grey,Grey,55.029205,-3.174049,2,0.139138467
2010,NY27,Red,Red,55.047168,-3.205368667,10,0.139138467
2010,NY28,Grey,Grey,55.110317,-3.149777,1,0.347224876
2010,NY28,Red,Red,55.109696,-3.119975,2,0.347224876
2010,NY29,Grey,Grey,55.241809,-3.150445667,3,0.600085374
2010,NY29,Red,Red,55.2366785,-3.138509,2,0.600085374
2010,NY37,Red,Red,55.08659267,-2.948037667,4,0.092332046
2010,NY38,Grey,Grey,55.15324971,-2.997894,10,0.207263595
2010,NY38,Red,Red,55.1508034,-3.0018664,9,0.207263595
2010,NY39,Grey,Grey,55.202603,-3.081729,1,0.278799426
2010,NY39,Red,Red,55.20122,-3.0856195,7,0.278799426
2010,NY47,Red,Red,55.072657,-2.929437,3,0.045237507
2010,NY48,Grey,Grey,55.160632,-2.816904,1,0.231534334
2010,NY48,Red,Red,55.186813,-2.798593,1,0.231534334
2010,NY58,Grey,Grey,55.175244,-2.78109,1,0.228869507
2010,NY59,Grey,Grey,55.2498695,-2.7746885,2,0.395104989
2011,NH10,Red,Red,57.0671875,-5.019179,2,0.265609346
2011,NH15,Red,Red,57.522915,-5.16612,3,0.100516599
2011,NH18,Red,Red,57.83213575,-5.16296525,6,0.145408254
2011,NH20,Red,Red,57.074528,-4.839896,2,0.328548945
2011,NH30,Red,Red,57.070256,-4.790069,3,0.374431191
2011,NH31,Red,Red,57.20141,-4.737784,1,0.391996911
2011,NH36,Red,Red,57.639072,-4.712859,1,0.326806746
2011,NH41,Red,Red,57.218911,-4.575569667,3,0.420334139
2011,NH42,Red,Red,57.25088,-4.49201,2,0.28491969
2011,NH44,Red,Red,57.45145367,-4.534684,8,0.299090156
2011,NH45,Red,Red,57.55250113,-4.566661625,12,0.373741851
2011,NH47,Red,Red,57.691744,-4.684996,1,0.05139353
2011,NH52,Red,Red,57.30006525,-4.43875875,18,0.358523378
2011,NH53,Red,Red,57.37136367,-4.388722917,17,0.417591511
2011,NH54,Red,Red,57.479515,-4.426508429,8,0.309971087
2011,NH55,Red,Red,57.558284,-4.4346734,7,0.212502391
2011,NH62,Red,Red,57.338951,-4.205413,1,0.156247945
2011,NH63,Red,Red,57.38090133,-4.219121,7,0.463140515
2011,NH64,Red,Red,57.46904379,-4.253204821,49,0.237866924
2011,NH65,Red,Red,57.55592455,-4.284530727,24,0.388778881
2011,NH66,Red,Red,57.698196,-4.312885,1,0.259333085
2011,NH70,Red,Red,57.1062385,-4.0434225,14,0.08341286
2011,NH72,Red,Red,57.30427,-4.020803,1,0.124643966
2011,NH73,Red,Red,57.39191867,-4.098192333,3,0.305945102
2011,NH74,Red,Red,57.480664,-4.0962309,16,0.361661226
2011,NH75,Red,Red,57.583336,-4.151682,1,0.068936027
2011,NH76,Red,Red,57.62690767,-4.092202333,8,0.149862073
2011,NH80,Red,Red,57.12729264,-3.898390727,15,0.48214815
2011,NH81,Red,Red,57.1828465,-3.829720875,8,0.195903381
2011,NH82,Red,Red,57.322701,-3.991919,1,0.196584236
2011,NH83,Red,Red,57.35115,-3.956809,3,0.126728508
2011,NH85,Red,Red,57.57278985,-3.924991231,34,0.166121959
2011,NH90,Red,Red,57.157945,-3.731885778,13,0.242609741
2011,NH91,Red,Red,57.20274468,-3.758883143,35,0.576699584
2011,NH92,Red,Red,57.28579984,-3.73089064,37,0.360645539
2011,NH94,Red,Red,57.525931,-3.673901,1,0.578514898
2011,NH95,Red,Red,57.58089,-3.79038175,11,0.451913334
2011,NJ02,Red,Red,57.29456803,-3.629555475,46,0.367760037
2011,NJ03,Red,Red,57.38774233,-3.563458333,4,0.196655844
2011,NJ04,Red,Red,57.519843,-3.655338,1,0.30954051
2011,NJ05,Red,Red,57.60242171,-3.601697143,8,0.475231548
2011,NJ06,Red,Red,57.655769,-3.63471,1,0.119632158
2011,NJ11,Red,Red,57.256144,-3.397319,2,0.113378071
2011,NJ13,Red,Red,57.392468,-3.457409,3,0.310360068
2011,NJ15,Red,Red,57.60119,-3.405218,3,0.466503657
2011,NJ16,Red,Red,57.675058,-3.452804,2,0.213015693
2011,NJ20,Red,Red,57.163243,-3.169758,1,0.062236911
2011,NJ23,Red,Red,57.360103,-3.250821,1,0.231808363
2011,NJ24,Red,Red,57.4786224,-3.2285998,13,0.549167455
2011,NJ25,Red,Red,57.596877,-3.289477,4,0.393981159
2011,NJ26,Red,Red,57.65613857,-3.289173143,12,0.206048504
2011,NJ31,Red,Red,57.227609,-3.105541,1,0.355215389
2011,NJ34,Red,Red,57.495247,-3.167762,4,0.465102441
2011,NJ35,Red,Red,57.59294967,-3.111713833,7,0.500497834
2011,NJ36,Red,Red,57.648497,-3.153497,2,0.163872224
2011,NJ40,Red,Red,57.11244913,-2.915032125,19,0.270596315
2011,NJ41,Red,Red,57.2164635,-2.9503755,5,0.198864466
2011,NJ43,Red,Red,57.41599641,-2.882106923,39,0.532415417
2011,NJ44,Red,Red,57.48558267,-2.854798,3,0.279418649
2011,NJ50,Red,Red,57.1080025,-2.696510833,6,0.300177353
2011,NJ51,Red,Red,57.21884281,-2.731036444,32,0.195111833
2011,NJ53,Red,Red,57.388365,-2.7452245,2,0.238360378
2011,NJ54,Red,Red,57.47795267,-2.785375167,7,0.278768844
2011,NJ60,Grey,Grey,57.093631,-2.59325,1,0.260572992
2011,NJ60,Red,Red,57.13993133,-2.6040265,10,0.260572992
2011,NJ61,Grey,Grey,57.24286767,-2.567461,5,0.390690039
2011,NJ61,Red,Red,57.23798248,-2.53552516,28,0.390690039
2011,NJ62,Red,Red,57.30556033,-2.519904,5,0.281017805
2011,NJ63,Red,Red,57.36593,-2.538538,1,0.103231262
2011,NJ64,Red,Red,57.4656485,-2.6283995,3,0.116381545
2011,NJ65,Red,Red,57.59825,-2.5266205,4,0.115223998
2011,NJ66,Red,Red,57.6555846,-2.5256314,8,0.047543882
2011,NJ70,Grey,Grey,57.1176495,-2.345198,18,0.271022756
2011,NJ70,Red,Red,57.14972257,-2.360657857,8,0.271022756
2011,NJ71,Grey,Grey,57.237228,-2.436382545,11,0.178261556
2011,NJ71,Red,Red,57.23380264,-2.403825667,47,0.178261556
2011,NJ72,Grey,Grey,57.283874,-2.3462485,2,0.086470649
2011,NJ72,Red,Red,57.29838267,-2.44497975,19,0.086470649
2011,NJ73,Red,Red,57.421856,-2.4051198,8,0.102744658
2011,NJ74,Red,Red,57.4944055,-2.452095,2,0.082144756
2011,NJ75,Red,Red,57.548034,-2.412909,3,0.091663401
2011,NJ80,Grey,Grey,57.12289571,-2.223304007,363,0.145801017
2011,NJ80,Red,Red,57.13970134,-2.256010264,141,0.145801017
2011,NJ81,Grey,Grey,57.19014001,-2.187608493,72,0.156304331
2011,NJ81,Red,Red,57.20809669,-2.226909885,29,0.156304331
2011,NJ82,Red,Red,57.33291258,-2.209541167,13,0.070620342
2011,NJ83,Red,Red,57.41739669,-2.250455846,34,0.116073865
2011,NJ84,Red,Red,57.4650105,-2.2586535,2,0.065000952
2011,NJ90,Grey,Grey,57.14921173,-2.129538152,497,0.053831489
2011,NJ90,Red,Red,57.14820575,-2.127205,4,0.053831489
2011,NJ91,Grey,Grey,57.19427637,-2.114579512,75,0.063795747
2011,NJ91,Red,Red,57.20255467,-2.143528833,7,0.063795747
2011,NJ92,Red,Red,57.334353,-2.085018,2,0.075211226
2011,NJ93,Grey,Grey,57.378884,-2.050707,1,0.093215859
2011,NJ93,Red,Red,57.37677158,-2.070256083,12,0.093215859
2011,NM66,Red,Red,56.741121,-5.78474,1,0.186151448
2011,NM70,Red,Red,56.210255,-5.556268,1,0.068410444
2011,NM71,Red,Red,56.235421,-5.560637,2,0.053981951
2011,NM77,Red,Red,56.785935,-5.759772,1,0.068931735
2011,NM80,Red,Red,56.18506283,-5.465896,14,0.29681353
2011,NM81,Red,Red,56.276336,-5.4860875,2,0.46851486
2011,NM82,Red,Red,56.39402586,-5.474097429,8,0.286044416
2011,NM83,Red,Red,56.421418,-5.454631333,3,0.076375553
2011,NM93,Red,Red,56.439744,-5.3215715,4,0.341472473
2011,NM94,Red,Red,56.517815,-5.319971,1,0.32751221
2011,NM95,Red,Red,56.645906,-5.266124,1,0.145987738
2011,NM98,Red,Red,56.871857,-5.430198,1,0.13580807
2011,NN00,Red,Red,56.202021,-5.128543,2,0.544649386
2011,NN03,Red,Red,56.43546,-5.211042,2,0.259587687
2011,NN05,Red,Red,56.685848,-5.1870165,4,0.373475293
2011,NN06,Red,Red,56.715673,-5.1960224,8,0.299504326
2011,NN07,Red,Red,56.794075,-5.142881,1,0.250311422
2011,NN10,Red,Red,56.245232,-5.008398667,3,0.436012357
2011,NN12,Red,Red,56.40310933,-5.041927333,5,0.273429313
2011,NN16,Red,Red,56.714107,-4.958041,3,0.253802358
2011,NN17,Red,Red,56.82760733,-5.058298667,5,0.310964359
2011,NN20,Grey,Grey,56.21043125,-4.7500975,4,0.275774059
2011,NN20,Red,Red,56.20736755,-4.762471636,12,0.275774059
2011,NN22,Red,Red,56.408061,-4.859738,1,0.195614953
2011,NN28,Red,Red,56.9555735,-4.912262,2,0.281580597
2011,NN30,Grey,Grey,56.22138674,-4.71665563,27,0.239134176
2011,NN30,Red,Red,56.2267555,-4.705729658,38,0.239134176
2011,NN32,Red,Red,56.414713,-4.666569,1,0.238177188
2011,NN39,Red,Red,57.0511475,-4.80257,2,0.080186707
2011,NN40,Red,Red,56.1852059,-4.4412783,15,0.477586155
2011,NN41,Red,Red,56.261529,-4.530647,2,0.162803263
2011,NN48,Red,Red,56.892581,-4.610949,1,0.160183878
2011,NN50,Grey,Grey,56.17461775,-4.37035125,9,0.527976203
2011,NN50,Red,Red,56.18414,-4.376748333,12,0.527976203
2011,NN51,Grey,Grey,56.319098,-4.321788,11,0.388966588
2011,NN51,Red,Red,56.29739723,-4.297733568,55,0.388966588
2011,NN52,Red,Red,56.38625456,-4.296980463,47,0.240160195
2011,NN53,Red,Red,56.4746605,-4.307891875,10,0.179746914
2011,NN58,Red,Red,56.9614585,-4.4607215,2,0.197446678
2011,NN59,Red,Red,56.991986,-4.380835,2,0.19956452
2011,NN60,Grey,Grey,56.24688779,-4.213342324,66,0.317673331
2011,NN60,Red,Red,56.24312016,-4.220979349,109,0.317673331
2011,NN62,Grey,Grey,56.396801,-4.149825667,12,0.084119623
2011,NN62,Red,Red,56.38923469,-4.157473442,84,0.084119623
2011,NN63,Red,Red,56.4956936,-4.241014,5,0.09741195
2011,NN65,Red,Red,56.706488,-4.245128,1,0.174978655
2011,NN66,Grey,Grey,56.735239,-4.161578,1,0.109492584
2011,NN66,Red,Red,56.735239,-4.161578,4,0.109492584
2011,NN69,Red,Red,57.02211833,-4.216857333,4,0.199188536
2011,NN70,Grey,Grey,56.19054588,-4.04486525,30,0.30401815
2011,NN70,Red,Red,56.19417761,-4.023055556,19,0.30401815
2011,NN71,Grey,Grey,56.35040975,-3.98207475,4,0.081389721
2011,NN71,Red,Red,56.3320655,-3.9842455,2,0.081389721
2011,NN72,Grey,Grey,56.38388665,-3.997731043,26,0.229398951
2011,NN72,Red,Red,56.38288269,-4.011161813,22,0.229398951
2011,NN74,Red,Red,56.5941545,-4.03022175,6,0.324498172
2011,NN76,Red,Red,56.803005,-4.043618,1,0.418117602
2011,NN79,Red,Red,57.0684555,-4.113124,4,0.190591006
2011,NN80,Grey,Grey,56.267662,-3.887724,1,0.137126195
2011,NN80,Red,Red,56.247408,-3.84892675,5,0.137126195
2011,NN81,Grey,Grey,56.320269,-3.861099667,5,0.236147944
2011,NN81,Red,Red,56.31156475,-3.82249925,5,0.236147944
2011,NN82,Grey,Grey,56.374317,-3.877141846,14,0.14397231
2011,NN82,Red,Red,56.37529857,-3.864905143,8,0.14397231
2011,NN84,Red,Red,56.62121,-3.91732,1,0.331220158
2011,NN85,Red,Red,56.6479265,-3.821573833,9,0.244975569
2011,NN86,Red,Red,56.77325753,-3.851696028,48,0.422130941
2011,NN90,Red,Red,56.22788,-3.64686,6,0.237428375
2011,NN91,Grey,Grey,56.2989436,-3.7084392,5,0.171364837
2011,NN91,Red,Red,56.309162,-3.689708,5,0.171364837
2011,NN92,Grey,Grey,56.41126777,-3.673883962,26,0.211420781
2011,NN92,Red,Red,56.42928612,-3.71987652,29,0.211420781
2011,NN93,Red,Red,56.453873,-3.683321,1,0.059898243
2011,NN94,Grey,Grey,56.554686,-3.636546,1,0.536062011
2011,NN94,Red,Red,56.573011,-3.6633836,11,0.536062011
2011,NN95,Red,Red,56.69610953,-3.728684263,28,0.421215582
2011,NN96,Red,Red,56.741957,-3.773035,2,0.114435342
2011,NN97,Red,Red,56.84246867,-3.760289333,3,0.00975876
2011,NO00,Red,Red,56.22598267,-3.529422333,11,0.325315484
2011,NO01,Grey,Grey,56.32979183,-3.523524667,16,0.233963337
2011,NO01,Red,Red,56.33908975,-3.505878875,11,0.233963337
2011,NO02,Grey,Grey,56.4358785,-3.499674577,54,0.218594493
2011,NO02,Red,Red,56.42463019,-3.542915619,24,0.218594493
2011,NO03,Grey,Grey,56.51083786,-3.522592571,14,0.201753146
2011,NO03,Red,Red,56.51000614,-3.520708545,26,0.201753146
2011,NO04,Grey,Grey,56.56369998,-3.571156956,49,0.369788833
2011,NO04,Red,Red,56.56351928,-3.585181722,61,0.369788833
2011,NO05,Red,Red,56.718739,-3.520868,2,0.128524074
2011,NO06,Red,Red,56.726662,-3.501004,2,0.193679366
2011,NO08,Red,Red,56.9873455,-3.528331,4,0.050993501
2011,NO09,Red,Red,56.993117,-3.533114,1,0.14657552
2011,NO10,Grey,Grey,56.22764567,-3.362846,6,0.076759514
2011,NO10,Red,Red,56.22224743,-3.396246857,9,0.076759514
2011,NO11,Grey,Grey,56.3338575,-3.3603505,2,0.153796274
2011,NO11,Red,Red,56.32193108,-3.376778,20,0.153796274
2011,NO12,Grey,Grey,56.39695533,-3.416530818,67,0.164696499
2011,NO12,Red,Red,56.40002263,-3.39091525,27,0.164696499
2011,NO13,Grey,Grey,56.51195205,-3.4252725,26,0.190279153
2011,NO13,Red,Red,56.51234048,-3.437301109,49,0.190279153
2011,NO14,Grey,Grey,56.57915688,-3.358689212,34,0.136384102
2011,NO14,Red,Red,56.57927158,-3.347306842,30,0.136384102
2011,NO15,Red,Red,56.65455257,-3.410867,7,0.245170626
2011,NO16,Red,Red,56.755718,-3.397484,1,0.090105103
2011,NO19,Red,Red,57.00976217,-3.381639,9,0.203243873
2011,NO20,Grey,Grey,56.2413498,-3.204602733,34,0.150020785
2011,NO20,Red,Red,56.24354067,-3.206059722,38,0.150020785
2011,NO21,Grey,Grey,56.299021,-3.1822876,17,0.13967205
2011,NO21,Red,Red,56.29241889,-3.164709222,13,0.13967205
2011,NO22,Grey,Grey,56.40309314,-3.248625571,7,0.067207426
2011,NO22,Red,Red,56.39042087,-3.243238867,15,0.067207426
2011,NO23,Grey,Grey,56.469622,-3.265209,1,0.177162768
2011,NO23,Red,Red,56.48135914,-3.255366714,12,0.177162768
2011,NO24,Grey,Grey,56.58633402,-3.192275296,63,0.084138221
2011,NO24,Red,Red,56.60311693,-3.185037875,48,0.084138221
2011,NO25,Grey,Grey,56.66996133,-3.170083667,3,0.208072609
2011,NO25,Red,Red,56.67553882,-3.205468727,12,0.208072609
2011,NO26,Red,Red,56.728022,-3.300028,2,0.278015262
2011,NO27,Red,Red,56.860337,-3.23163,1,0.109615141
2011,NO29,Red,Red,57.045163,-3.163571,1,0.263151057
2011,NO30,Grey,Grey,56.2389205,-3.0231115,3,0.100008326
2011,NO30,Red,Red,56.237592,-3.051152667,3,0.100008326
2011,NO31,Grey,Grey,56.291624,-2.978199,1,0.09870466
2011,NO31,Red,Red,56.29622723,-3.089787077,16,0.09870466
2011,NO32,Grey,Grey,56.4031555,-3.00100925,5,0.062492866
2011,NO32,Red,Red,56.40637756,-3.014031333,10,0.062492866
2011,NO33,Grey,Grey,56.47099413,-3.033036375,20,0.106139225
2011,NO33,Red,Red,56.47647748,-3.03879792,34,0.106139225
2011,NO34,Grey,Grey,56.619721,-3.008562167,9,0.107557369
2011,NO34,Red,Red,56.618738,-3.0134282,10,0.107557369
2011,NO35,Grey,Grey,56.64846922,-3.091804333,9,0.112913192
2011,NO35,Red,Red,56.6866896,-3.02000848,29,0.112913192
2011,NO36,Red,Red,56.7590345,-3.0598675,2,0.159996286
2011,NO38,Red,Red,56.946668,-3.127622,1,0.038427435
2011,NO39,Red,Red,57.05028764,-3.058109,21,0.377846937
2011,NO40,Grey,Grey,56.2460165,-2.8957875,2,0.10475566
2011,NO40,Red,Red,56.23381225,-2.90589725,4,0.10475566
2011,NO41,Grey,Grey,56.3311035,-2.8880735,4,0.065521543
2011,NO41,Red,Red,56.306364,-2.8424135,2,0.065521543
2011,NO42,Grey,Grey,56.3802125,-2.907112,2,0.220115118
2011,NO42,Red,Red,56.42822367,-2.919206875,27,0.220115118
