Year,OSGR10km,Type,Species,Latitude(WGS84),Longitude(WGS84),Count,Forest Cover(%)
1999,NR88,Red,Red,56.041633,-5.429173,2,0.524428963
1999,NR92,Red,Red,55.4625875,-5.236104,4,0.267710506
1999,NR93,Red,Red,55.5485555,-5.253237,4,0.195408527
1999,NR95,Red,Red,55.71211733,-5.286884,3,0.016119004
1999,NR98,Red,Red,56.025461,-5.36352,2,0.460659017
1999,NR99,Red,Red,56.12231731,-5.247818486,35,0.505284241
1999,NS02,Red,Red,55.50463383,-5.107198333,6,0.250149616
1999,NS03,Red,Red,55.57058015,-5.099511707,41,0.173892761
1999,NS04,Red,Red,55.64957527,-5.144737636,11,0.046610054
1999,NS09,Red,Red,56.065611,-5.206313,1,0.502587072
1999,NS42,Grey,Grey,55.500366,-4.435654,3,0.078632065
1999,NS46,Grey,Grey,55.84354667,-4.428860667,3,0.126261841
1999,NS56,Grey,Grey,55.879379,-4.310649,1,0.064706874
1999,NS57,Grey,Grey,55.925276,-4.282973,2,0.186779461
1999,NS65,Grey,Grey,55.737594,-4.175615,1,0.120713864
1999,NS66,Grey,Grey,55.880142,-4.169995,1,0.105119157
1999,NS69,Grey,Grey,56.102663,-4.139086,2,0.126435046
1999,NS69,Red,Red,56.102663,-4.139086,1,0.126435046
1999,NS71,Grey,Grey,55.382594,-3.934279,1,0.158209619
1999,NS71,Red,Red,55.397912,-4.042414,1,0.158209619
1999,NS79,Grey,Grey,56.1321765,-3.9580695,6,0.158513647
1999,NS79,Red,Red,56.130432,-3.9547645,2,0.158513647
1999,NS89,Grey,Grey,56.139952,-3.898729,4,0.104547794
1999,NS89,Red,Red,56.162028,-3.91692,4,0.104547794
1999,NS93,Red,Red,55.574261,-3.70655,2,0.149731834
1999,NS97,Grey,Grey,55.991861,-3.757775,1,0.14215196
1999,NS98,Grey,Grey,56.002518,-3.636377,75,0.12023511
1999,NS99,Grey,Grey,56.16044379,-3.724540917,24,0.228417202
1999,NT01,Grey,Grey,55.382168,-3.519109,1,0.420761893
1999,NT06,Grey,Grey,55.8899885,-3.511713,2,0.186688283
1999,NT07,Grey,Grey,55.918074,-3.529605,1,0.116464456
1999,NT08,Grey,Grey,56.075062,-3.475312,1,0.078000546
1999,NT16,Grey,Grey,55.890956,-3.3094635,2,0.098299612
1999,NT17,Grey,Grey,55.962825,-3.351188,2,0.094777572
1999,NT24,Grey,Grey,55.652748,-3.137814,1,0.355317267
1999,NT26,Grey,Grey,55.911306,-3.177640333,3,0.126153088
1999,NT27,Grey,Grey,55.9496495,-3.145707,2,0.049180864
1999,NT33,Grey,Grey,55.617592,-3.049464,2,0.454800689
1999,NT37,Grey,Grey,55.950087,-3.097678,1,0.018005938
1999,NT42,Grey,Grey,55.511638,-2.8012,1,0.223149224
1999,NT43,Grey,Grey,55.574317,-2.834196,1,0.206392672
1999,NT46,Grey,Grey,55.897635,-2.857115,1,0.125584483
1999,NT52,Grey,Grey,55.476374,-2.689739,1,0.137542303
1999,NT52,Red,Red,55.50762075,-2.721986,4,0.137542303
1999,NT53,Grey,Grey,55.59497,-2.76719475,5,0.156749234
1999,NT54,Grey,Grey,55.737103,-2.66248,2,0.112370365
1999,NT54,Red,Red,55.71855314,-2.762219571,10,0.112370365
1999,NT57,Grey,Grey,55.953427,-2.776672,2,0.08262098
1999,NT62,Grey,Grey,55.5128845,-2.5795245,4,0.133842392
1999,NT63,Red,Red,55.625482,-2.5176615,2,0.09550151
1999,NT65,Red,Red,55.809801,-2.488205,1,0.077658409
1999,NT73,Red,Red,55.621242,-2.4541,1,0.065221546
1999,NT75,Red,Red,55.819128,-2.392567,1,0.146803912
1999,NW96,Red,Red,54.93743,-5.201725,1,0.030914173
1999,NX07,Red,Red,55.062854,-5.026112,1,0.197325386
1999,NX65,Red,Red,54.87784033,-4.133056,8,0.148247655
1999,NX66,Red,Red,55.002572,-4.087944,1,0.367524113
1999,NX68,Red,Red,55.114349,-4.172176,1,0.312398278
1999,NX75,Red,Red,54.903381,-3.887832,1,0.214805214
1999,NX79,Red,Red,55.205402,-3.942963,1,0.277366631
1999,NX85,Red,Red,54.879633,-3.732397,1,0.265408081
1999,NX89,Grey,Grey,55.230597,-3.824677,1,0.230895707
1999,NX98,Grey,Grey,55.16209,-3.714799,4,0.222344366
1999,NX98,Red,Red,55.151067,-3.667245,1,0.222344366
1999,NY08,Grey,Grey,55.107766,-3.543166,1,0.10657543
1999,NY08,Red,Red,55.17021833,-3.470552,8,0.10657543
1999,NY17,Red,Red,55.050835,-3.2999365,2,0.149416044
2000,NH30,Red,Red,57.142728,-4.681453,2,0.374431191
2000,NH42,Red,Red,57.2554,-4.490658,3,0.28491969
2000,NH52,Red,Red,57.30248975,-4.42618525,8,0.358523378
2000,NH53,Red,Red,57.370182,-4.34601675,6,0.417591511
2000,NH63,Red,Red,57.397753,-4.330533,1,0.463140515
2000,NH64,Red,Red,57.4560272,-4.2485396,6,0.237866924
2000,NH80,Red,Red,57.1431435,-3.835156,2,0.48214815
2000,NH85,Red,Red,57.575663,-3.902035,1,0.166121959
2000,NH90,Red,Red,57.15237957,-3.789690429,7,0.242609741
2000,NH91,Red,Red,57.18010325,-3.78777025,8,0.576699584
2000,NH95,Red,Red,57.615323,-3.704043,2,0.451913334
2000,NH96,Red,Red,57.62761,-3.725553,1,0.135726968
2000,NJ05,Red,Red,57.56466283,-3.599006167,6,0.475231548
2000,NJ06,Red,Red,57.64987775,-3.584588,4,0.119632158
2000,NJ13,Red,Red,57.42756357,-3.395516286,7,0.310360068
2000,NJ15,Red,Red,57.6053762,-3.4419851,10,0.466503657
2000,NJ16,Red,Red,57.66707313,-3.447785875,8,0.213015693
2000,NJ22,Red,Red,57.345433,-3.280233,1,0.180855805
2000,NJ23,Red,Red,57.358819,-3.289011,1,0.231808363
2000,NJ24,Red,Red,57.50161975,-3.269409875,8,0.549167455
2000,NJ25,Red,Red,57.56861875,-3.19401825,4,0.393981159
2000,NJ26,Red,Red,57.6934346,-3.2273952,5,0.206048504
2000,NJ30,Red,Red,57.154098,-3.034745,1,0.151631489
2000,NJ31,Red,Red,57.19574163,-3.069729625,8,0.355215389
2000,NJ32,Red,Red,57.350974,-3.123374,1,0.024872891
2000,NJ34,Red,Red,57.50715638,-3.099166875,8,0.465102441
2000,NJ35,Red,Red,57.58896527,-3.094382533,31,0.500497834
2000,NJ36,Red,Red,57.6464216,-3.108632,10,0.163872224
2000,NJ40,Red,Red,57.10680133,-2.956373667,3,0.270596315
2000,NJ42,Red,Red,57.338439,-2.9551975,2,0.212324305
2000,NJ43,Red,Red,57.40864875,-2.93580875,8,0.532415417
2000,NJ44,Red,Red,57.518999,-2.89312975,4,0.279418649
2000,NJ45,Red,Red,57.604341,-2.9546255,2,0.301979884
2000,NJ50,Red,Red,57.095925,-2.672505,1,0.300177353
2000,NJ51,Red,Red,57.239008,-2.784457,1,0.195111833
2000,NJ54,Red,Red,57.4693685,-2.828151,2,0.278768844
2000,NJ60,Grey,Grey,57.109672,-2.619923,1,0.260572992
2000,NJ60,Red,Red,57.123458,-2.6110636,17,0.260572992
2000,NJ61,Grey,Grey,57.266945,-2.605983,1,0.390690039
2000,NJ61,Red,Red,57.23614027,-2.554733455,11,0.390690039
2000,NJ62,Red,Red,57.303812,-2.596095333,3,0.281017805
2000,NJ70,Red,Red,57.149036,-2.4121285,4,0.271022756
2000,NJ71,Red,Red,57.20244875,-2.456792,4,0.178261556
2000,NJ72,Red,Red,57.270113,-2.498255,1,0.086470649
2000,NJ73,Red,Red,57.39258525,-2.3389555,4,0.102744658
2000,NJ80,Grey,Grey,57.112774,-2.238566,1,0.145801017
2000,NJ80,Red,Red,57.147672,-2.301592,2,0.145801017
2000,NJ81,Red,Red,57.201316,-2.2510814,5,0.156304331
2000,NJ83,Red,Red,57.4443395,-2.2977845,2,0.116073865
2000,NJ90,Grey,Grey,57.13276713,-2.114282375,8,0.053831489
2000,NJ91,Red,Red,57.20318,-2.158876,3,0.063795747
2000,NM91,Red,Red,56.2792,-5.288822,1,0.587993901
2000,NN00,Red,Red,56.156561,-5.165568,1,0.544649386
2000,NN06,Red,Red,56.699664,-5.177565,1,0.299504326
2000,NN53,Red,Red,56.451429,-4.333914,1,0.179746914
2000,NN55,Red,Red,56.678768,-4.31123,1,0.468128324
2000,NN74,Red,Red,56.5831105,-4.011053,2,0.324498172
2000,NN86,Red,Red,56.77150631,-3.861525034,29,0.422130941
2000,NN91,Grey,Grey,56.3124965,-3.7377215,2,0.171364837
2000,NN91,Red,Red,56.313889,-3.734551,2,0.171364837
2000,NN93,Red,Red,56.529212,-3.758203,1,0.059898243
2000,NN95,Red,Red,56.684119,-3.780514,2,0.421215582
2000,NO04,Grey,Grey,56.577256,-3.548945,2,0.369788833
2000,NO04,Red,Red,56.5777514,-3.5791592,11,0.369788833
2000,NO08,Red,Red,56.980094,-3.567777,6,0.050993501
2000,NO09,Red,Red,56.992794,-3.485367,1,0.14657552
2000,NO11,Grey,Grey,56.338494,-3.425869,1,0.153796274
2000,NO12,Grey,Grey,56.412598,-3.3881045,2,0.164696499
2000,NO12,Red,Red,56.452407,-3.36361,1,0.164696499
2000,NO13,Grey,Grey,56.4972605,-3.3700865,2,0.190279153
2000,NO14,Grey,Grey,56.562835,-3.3301545,2,0.136384102
2000,NO14,Red,Red,56.567895,-3.331028571,7,0.136384102
2000,NO15,Red,Red,56.719828,-3.471318,1,0.245170626
2000,NO18,Red,Red,56.988831,-3.478626,2,0.058430303
2000,NO19,Red,Red,57.01483469,-3.361140615,13,0.203243873
2000,NO20,Grey,Grey,56.19859033,-3.202556,4,0.150020785
2000,NO20,Red,Red,56.265054,-3.23205,1,0.150020785
2000,NO21,Grey,Grey,56.303491,-3.164358,1,0.13967205
2000,NO21,Red,Red,56.288243,-3.161472,2,0.13967205
2000,NO23,Grey,Grey,56.473163,-3.179288,1,0.177162768
2000,NO23,Red,Red,56.463587,-3.146532,1,0.177162768
2000,NO24,Red,Red,56.622246,-3.232012,2,0.084138221
2000,NO28,Red,Red,56.961711,-3.199064,3,0.019256254
2000,NO29,Red,Red,57.04323079,-3.224361684,21,0.263151057
2000,NO30,Grey,Grey,56.26766,-3.051859,1,0.100008326
2000,NO30,Red,Red,56.26376733,-3.051752667,3,0.100008326
2000,NO31,Red,Red,56.305907,-2.989877,1,0.09870466
2000,NO32,Grey,Grey,56.409858,-3.023367,3,0.062492866
2000,NO32,Red,Red,56.4072685,-3.0103345,2,0.062492866
2000,NO33,Red,Red,56.491532,-3.033686,1,0.106139225
2000,NO38,Red,Red,56.972226,-3.120158625,8,0.038427435
2000,NO39,Red,Red,57.04575971,-3.059622179,41,0.377846937
2000,NO42,Grey,Grey,56.40193733,-2.925412,4,0.220115118
2000,NO42,Red,Red,56.4008115,-2.868204,4,0.220115118
2000,NO49,Red,Red,57.06845914,-2.906312714,7,0.421568064
2000,NO51,Red,Red,56.337776,-2.807919,1,0.031802716
2000,NO54,Red,Red,56.554467,-2.781623,45,0.075704654
2000,NO59,Red,Red,57.069993,-2.755334167,13,0.460101536
2000,NO66,Red,Red,56.783602,-2.581514,3,0.143553007
2000,NO67,Red,Red,56.8544215,-2.5488845,5,0.188164163
2000,NO68,Red,Red,56.97152,-2.579792667,3,0.323629445
2000,NO69,Red,Red,57.05940433,-2.546822833,7,0.470068188
2000,NO77,Grey,Grey,56.870615,-2.42895,1,0.092430382
2000,NO77,Red,Red,56.907248,-2.4835565,7,0.092430382
2000,NO79,Grey,Grey,57.06162567,-2.439396,4,0.391035075
2000,NO79,Red,Red,57.05389742,-2.455881,26,0.391035075
2000,NO88,Red,Red,56.981475,-2.305182,1,0.142319313
2000,NO89,Grey,Grey,57.031901,-2.251228,1,0.163921579
2000,NR88,Red,Red,55.987488,-5.452442,1,0.524428963
2000,NR92,Red,Red,55.444954,-5.21901,1,0.267710506
2000,NR95,Red,Red,55.720376,-5.291825,1,0.016119004
2000,NR99,Red,Red,56.109201,-5.258205,1,0.505284241
2000,NS02,Red,Red,55.51111975,-5.09371025,4,0.250149616
2000,NS03,Red,Red,55.56955621,-5.106242143,14,0.173892761
2000,NS04,Red,Red,55.6477155,-5.142901833,6,0.046610054
2000,NS30,Grey,Grey,55.314963,-4.578728,1,0.297983353
2000,NS36,Grey,Grey,55.893156,-4.609644,1,0.123074203
2000,NS40,Grey,Grey,55.277611,-4.516468,2,0.278346889
2000,NS65,Grey,Grey,55.747132,-4.144279,1,0.120713864
2000,NS66,Grey,Grey,55.843662,-4.199908,1,0.105119157
2000,NS71,Grey,Grey,55.384959,-3.898085,1,0.158209619
2000,NS79,Grey,Grey,56.154905,-3.941522,1,0.158513647
2000,NS80,Red,Red,55.35486233,-3.868249333,3,0.17839612
2000,NS96,Grey,Grey,55.86573,-3.716915,1,0.199431367
2000,NS97,Grey,Grey,55.960051,-3.653808,1,0.14215196
2000,NS98,Grey,Grey,56.0803195,-3.697524,2,0.12023511
2000,NS99,Grey,Grey,56.15785421,-3.730040286,14,0.228417202
2000,NT00,Red,Red,55.344442,-3.443548,5,0.448028506
2000,NT06,Grey,Grey,55.88289767,-3.532122,3,0.186688283
2000,NT07,Grey,Grey,55.929488,-3.514849,2,0.116464456
2000,NT17,Grey,Grey,55.94752633,-3.327115,3,0.094777572
2000,NT23,Grey,Grey,55.618837,-3.251952,2,0.163985542
2000,NT26,Grey,Grey,55.891035,-3.204434,5,0.126153088
2000,NT27,Grey,Grey,55.95278957,-3.199449286,7,0.049180864
2000,NT31,Grey,Grey,55.3944,-2.953945,4,0.502654325
2000,NT36,Grey,Grey,55.895873,-3.080954,1,0.14372726
2000,NT37,Grey,Grey,55.947448,-3.091198,1,0.018005938
2000,NT42,Grey,Grey,55.528721,-2.865707,1,0.223149224
2000,NT42,Red,Red,55.556649,-2.876625,3,0.223149224
2000,NT44,Grey,Grey,55.726599,-2.901129,2,0.091249792
2000,NT44,Red,Red,55.726599,-2.901129,1,0.091249792
2000,NT47,Grey,Grey,55.95919,-2.856072,1,0.06379801
2000,NT50,Red,Red,55.379222,-2.781949,1,0.604247454
2000,NT51,Grey,Grey,55.4226905,-2.7642445,2,0.107484804
2000,NT51,Red,Red,55.4262035,-2.7410065,2,0.107484804
2000,NT52,Red,Red,55.521556,-2.643014,1,0.137542303
2000,NT53,Grey,Grey,55.635046,-2.675847,1,0.156749234
2000,NT54,Grey,Grey,55.7217315,-2.756942,4,0.112370365
2000,NT60,Red,Red,55.355988,-2.600107,1,0.488091366
2000,NT61,Grey,Grey,55.431994,-2.481159,2,0.210184451
2000,NT61,Red,Red,55.433562,-2.4823635,2,0.210184451
2000,NT62,Grey,Grey,55.515221,-2.560826667,3,0.133842392
2000,NT62,Red,Red,55.51884325,-2.578635,5,0.133842392
2000,NT63,Red,Red,55.62714283,-2.530504167,6,0.09550151
2000,NT73,Red,Red,55.59391,-2.43395,1,0.065221546
2000,NT96,Red,Red,55.863243,-2.147763,1,0.042915132
2000,NX66,Red,Red,54.997184,-4.087664,1,0.367524113
2000,NX67,Red,Red,55.007062,-4.088178,1,0.424266151
2000,NX68,Red,Red,55.1276075,-4.1846635,4,0.312398278
2000,NX74,Red,Red,54.808144,-3.942519,2,0.030340986
2000,NX86,Red,Red,54.934528,-3.819828,1,0.199329177
2000,NX88,Grey,Grey,55.188449,-3.87773,1,0.201279297
2000,NX88,Red,Red,55.159901,-3.80418,1,0.201279297
2000,NX89,Red,Red,55.23155422,-3.847259333,14,0.230895707
2000,NX96,Red,Red,54.9965355,-3.696001,4,0.415021144
2000,NX97,Grey,Grey,55.096423,-3.58661,1,0.142649637
2000,NX97,Red,Red,55.095606,-3.580309,1,0.142649637
2000,NX98,Red,Red,55.125819,-3.640315,1,0.222344366
2000,NX99,Red,Red,55.221678,-3.695352,1,0.472442108
2000,NY08,Red,Red,55.17199433,-3.533609,3,0.10657543
2000,NY09,Red,Red,55.212412,-3.437192,1,0.48979246
2000,NY16,Grey,Grey,55.005035,-3.254647,1,0.064188289
2000,NY17,Red,Red,55.061015,-3.395749,1,0.149416044
2000,NY29,Grey,Grey,55.243467,-3.181143,1,0.600085374
2000,NY48,Red,Red,55.180378,-2.820449,1,0.231534334
2001,NH30,Red,Red,57.148655,-4.698417,1,0.374431191
2001,NH41,Red,Red,57.21246,-4.613636,1,0.420334139
2001,NH64,Red,Red,57.47629367,-4.244353667,3,0.237866924
2001,NH69,Red,Red,57.919801,-4.230874,1,0.250374831
2001,NJ02,Red,Red,57.327141,-3.620085,10,0.367760037
2001,NJ25,Red,Red,57.61781857,-3.209202286,7,0.393981159
2001,NJ26,Red,Red,57.62739,-3.201389,1,0.206048504
2001,NJ40,Red,Red,57.126578,-2.935694,4,0.270596315
2001,NJ60,Red,Red,57.10873,-2.619659,1,0.260572992
2001,NJ72,Grey,Grey,57.282285,-2.352454,1,0.086470649
2001,NJ91,Red,Red,57.202732,-2.158046,1,0.063795747
2001,NM80,Red,Red,56.1674185,-5.512097,2,0.29681353
2001,NM90,Red,Red,56.202903,-5.334699,1,0.527416925
2001,NM91,Red,Red,56.2842596,-5.2640332,12,0.587993901
2001,NN02,Red,Red,56.335565,-5.213563,1,0.371482303
2001,NN16,Red,Red,56.699973,-5.020733,3,0.253802358
2001,NN53,Red,Red,56.478144,-4.346922,1,0.179746914
2001,NN76,Red,Red,56.801653,-4.04117,1,0.418117602
2001,NN82,Grey,Grey,56.372136,-3.839209,2,0.14397231
2001,NN85,Red,Red,56.706305,-3.934716,1,0.244975569
2001,NN86,Grey,Grey,56.780372,-3.850139,1,0.422130941
2001,NN86,Red,Red,56.717357,-3.917309,1,0.422130941
2001,NN91,Grey,Grey,56.30932,-3.740002,1,0.171364837
2001,NN92,Red,Red,56.36433,-3.757887,1,0.211420781
2001,NN96,Red,Red,56.75153,-3.794748,1,0.114435342
2001,NO02,Grey,Grey,56.417824,-3.480171,3,0.218594493
2001,NO03,Grey,Grey,56.508954,-3.523262,1,0.201753146
2001,NO04,Grey,Grey,56.577256,-3.548945,1,0.369788833
2001,NO04,Red,Red,56.577256,-3.548945,4,0.369788833
2001,NO12,Grey,Grey,56.4127782,-3.4157583,10,0.164696499
2001,NO12,Red,Red,56.42577125,-3.4054205,4,0.164696499
2001,NO13,Grey,Grey,56.458533,-3.378435,1,0.190279153
2001,NO13,Red,Red,56.503235,-3.384645,3,0.190279153
2001,NO14,Grey,Grey,56.566082,-3.320504,1,0.136384102
2001,NO14,Red,Red,56.569117,-3.3307825,4,0.136384102
2001,NO20,Grey,Grey,56.21627,-3.171387,1,0.150020785
2001,NO21,Red,Red,56.303546,-3.205572,2,0.13967205
2001,NO22,Grey,Grey,56.451341,-3.206194,1,0.067207426
2001,NO34,Red,Red,56.600473,-3.005713,10,0.107557369
2001,NO43,Grey,Grey,56.470466,-2.849692,1,0.044310792
2001,NO44,Red,Red,56.607429,-2.919557,1,0.104656114
2001,NO69,Red,Red,57.081626,-2.566664,2,0.470068188
2001,NO79,Grey,Grey,57.061033,-2.43774,3,0.391035075
2001,NO79,Red,Red,57.052828,-2.470613,1,0.391035075
2001,NR79,Red,Red,56.073814,-5.546972,3,0.154255284
2001,NR89,Red,Red,56.06321367,-5.487607,3,0.514511979
2001,NR99,Red,Red,56.093001,-5.342875,1,0.505284241
2001,NS56,Grey,Grey,55.89687,-4.312489,1,0.064706874
2001,NT00,Grey,Grey,55.330496,-3.48245,1,0.448028506
2001,NT03,Grey,Grey,55.585348,-3.548368,1,0.129874988
2001,NT06,Grey,Grey,55.863984,-3.543457,1,0.186688283
2001,NT07,Grey,Grey,55.963364,-3.535416,2,0.116464456
2001,NT10,Red,Red,55.334248,-3.392728,2,0.492750012
2001,NT13,Grey,Grey,55.6023925,-3.320473,2,0.157359746
2001,NT16,Grey,Grey,55.898884,-3.310536667,3,0.098299612
2001,NT17,Grey,Grey,55.947209,-3.300961,1,0.094777572
2001,NT21,Red,Red,55.43144,-3.116425,1,0.408098031
2001,NT23,Grey,Grey,55.62309633,-3.24547,6,0.163985542
2001,NT24,Grey,Grey,55.6511575,-3.2100755,2,0.355317267
2001,NT26,Grey,Grey,55.89273725,-3.18902425,4,0.126153088
2001,NT27,Grey,Grey,55.9507325,-3.18436525,4,0.049180864
2001,NT33,Grey,Grey,55.62064,-3.0606615,2,0.454800689
2001,NT36,Grey,Grey,55.9003645,-3.0810795,2,0.14372726
2001,NT41,Grey,Grey,55.418246,-2.858549,1,0.111729874
2001,NT43,Red,Red,55.606429,-2.802338,1,0.206392672
2001,NT44,Grey,Grey,55.726599,-2.901129,2,0.091249792
2001,NT44,Red,Red,55.660845,-2.860674,1,0.091249792
2001,NT50,Grey,Grey,55.376971,-2.782694,1,0.604247454
2001,NT50,Red,Red,55.375668,-2.775567,1,0.604247454
2001,NT51,Grey,Grey,55.44239,-2.738939,1,0.107484804
2001,NT51,Red,Red,55.384532,-2.641577,1,0.107484804
2001,NT53,Grey,Grey,55.6038705,-2.6669775,3,0.156749234
2001,NT53,Red,Red,55.602335,-2.660206,5,0.156749234
2001,NT54,Grey,Grey,55.727566,-2.757851,1,0.112370365
2001,NT62,Red,Red,55.53211,-2.599618,7,0.133842392
2001,NT63,Grey,Grey,55.6290518,-2.5211814,8,0.09550151
2001,NT63,Red,Red,55.644895,-2.494889,1,0.09550151
2001,NT67,Grey,Grey,55.945795,-2.519536,1,0.121834986
2001,NT70,Red,Red,55.36837,-2.434632,1,0.11216536
2001,NT72,Red,Red,55.537253,-2.447585,1,0.089139988
2001,NT86,Red,Red,55.878432,-2.206959,1,0.124429903
2001,NX45,Red,Red,54.861246,-4.345534,1,0.080567881
2001,NX46,Red,Red,54.977093,-4.486687,2,0.343219731
2001,NX55,Red,Red,54.856907,-4.337492,1,0.134667259
2001,NX66,Red,Red,55.000722,-4.090975,1,0.367524113
2001,NX85,Red,Red,54.874648,-3.766473,4,0.265408081
2001,NX89,Grey,Grey,55.26304267,-3.798361,4,0.230895707
2001,NX89,Red,Red,55.2326795,-3.797438625,17,0.230895707
2001,NX95,Red,Red,54.907875,-3.705533,2,0.082155177
2001,NX97,Red,Red,55.082254,-3.570382,1,0.142649637
2001,NY06,Red,Red,55.004937,-3.426635,3,0.064980545
2001,NY07,Red,Red,55.0888845,-3.433541,3,0.205055663
2001,NY08,Red,Red,55.163868,-3.52159175,4,0.10657543
2001,NY17,Grey,Grey,55.072411,-3.341329,1,0.149416044
2001,NY17,Red,Red,55.071884,-3.388296,8,0.149416044
2001,NY27,Red,Red,55.041098,-3.198654,1,0.139138467
2001,NY38,Grey,Grey,55.13336,-2.981039,1,0.207263595
2001,NY48,Red,Red,55.18506685,-2.801215154,14,0.231534334
2001,NY58,Red,Red,55.166369,-2.763649,1,0.228869507
2002,NH41,Red,Red,57.235122,-4.56055,2,0.420334139
2002,NH45,Red,Red,57.527477,-4.545942,1,0.373741851
2002,NH53,Red,Red,57.375637,-4.3598995,2,0.417591511
2002,NH54,Red,Red,57.47726,-4.405573,4,0.309971087
2002,NH63,Red,Red,57.380398,-4.19634,1,0.463140515
2002,NH64,Red,Red,57.46069045,-4.229049,18,0.237866924
2002,NH69,Red,Red,57.900041,-4.230493,2,0.250374831
2002,NH70,Red,Red,57.0853705,-4.055087,9,0.08341286
2002,NH79,Red,Red,57.881647,-4.150922,1,0.284927519
2002,NH80,Red,Red,57.114826,-3.896514,2,0.48214815
2002,NH82,Red,Red,57.331678,-3.992405,5,0.196584236
2002,NH84,Red,Red,57.520304,-3.996004,1,0.350374144
2002,NH91,Red,Red,57.200897,-3.786705,2,0.576699584
2002,NH92,Red,Red,57.2769,-3.748917,5,0.360645539
2002,NH94,Red,Red,57.501684,-3.736293,1,0.578514898
2002,NH95,Red,Red,57.58525,-3.691204667,3,0.451913334
2002,NJ05,Red,Red,57.563006,-3.652282,1,0.475231548
2002,NJ16,Red,Red,57.654259,-3.384939,1,0.213015693
2002,NJ31,Red,Red,57.192712,-3.089605,1,0.355215389
2002,NJ40,Red,Red,57.115238,-2.889172,1,0.270596315
2002,NJ50,Red,Red,57.139733,-2.785935667,3,0.300177353
2002,NJ54,Red,Red,57.4651855,-2.7426215,2,0.278768844
2002,NJ70,Red,Red,57.123975,-2.420315,1,0.271022756
2002,NJ71,Red,Red,57.202895,-2.457625,1,0.178261556
2002,NJ73,Grey,Grey,57.443112,-2.386236,1,0.102744658
2002,NJ73,Red,Red,57.443112,-2.386236,1,0.102744658
2002,NJ80,Grey,Grey,57.1225078,-2.2181534,6,0.145801017
2002,NJ80,Red,Red,57.125215,-2.3014135,2,0.145801017
2002,NJ81,Grey,Grey,57.188337,-2.174529,1,0.156304331
2002,NJ81,Red,Red,57.19002475,-2.23989425,4,0.156304331
2002,NJ83,Grey,Grey,57.3893965,-2.263646,4,0.116073865
2002,NJ83,Red,Red,57.3893965,-2.263646,182,0.116073865
2002,NJ84,Red,Red,57.506016,-2.329577,1,0.065000952
2002,NJ90,Grey,Grey,57.141461,-2.122657,48,0.053831489
2002,NJ93,Red,Red,57.3656175,-2.080197,2,0.093215859
2002,NM76,Red,Red,56.713226,-5.755775,1,0.288137822
2002,NM80,Red,Red,56.17344833,-5.452196,3,0.29681353
2002,NM90,Red,Red,56.20258967,-5.335208333,3,0.527416925
2002,NM91,Red,Red,56.26723371,-5.277522143,7,0.587993901
2002,NM93,Red,Red,56.419548,-5.301747,1,0.341472473
2002,NN03,Red,Red,56.440245,-5.198058,1,0.259587687
2002,NN06,Red,Red,56.771954,-5.23279,1,0.299504326
2002,NN20,Red,Red,56.163265,-4.892251,3,0.275774059
2002,NN51,Red,Red,56.261783,-4.286826,5,0.388966588
2002,NN86,Red,Red,56.74579775,-3.87867925,4,0.422130941
2002,NN94,Red,Red,56.578579,-3.630252,1,0.536062011
2002,NO02,Grey,Grey,56.419363,-3.501845,1,0.218594493
2002,NO04,Red,Red,56.5756172,-3.5761004,5,0.369788833
2002,NO11,Grey,Grey,56.316037,-3.302968,1,0.153796274
2002,NO11,Red,Red,56.316037,-3.302968,1,0.153796274
2002,NO12,Grey,Grey,56.40511664,-3.403092364,11,0.164696499
2002,NO12,Red,Red,56.4118585,-3.414026,4,0.164696499
2002,NO13,Grey,Grey,56.509395,-3.328282,1,0.190279153
2002,NO13,Red,Red,56.534074,-3.3722325,2,0.190279153
2002,NO14,Grey,Grey,56.5761895,-3.38109,5,0.136384102
2002,NO14,Red,Red,56.5861778,-3.3400964,5,0.136384102
2002,NO20,Grey,Grey,56.202689,-3.182256,1,0.150020785
2002,NO24,Grey,Grey,56.608945,-3.167226,1,0.084138221
2002,NO31,Red,Red,56.322988,-3.095422,1,0.09870466
2002,NO32,Grey,Grey,56.452949,-3.080501,1,0.062492866
2002,NO33,Grey,Grey,56.492348,-3.043454,2,0.106139225
2002,NO33,Red,Red,56.494163,-3.041337667,9,0.106139225
2002,NO40,Red,Red,56.267286,-2.97007,1,0.10475566
2002,NO53,Red,Red,56.535426,-2.808871,1,0.06448071
2002,NO54,Red,Red,56.554467,-2.781623,61,0.075704654
2002,NO59,Red,Red,57.031304,-2.661452,1,0.460101536
2002,NO64,Red,Red,56.585894,-2.625973,5,0.053825962
2002,NO69,Grey,Grey,57.076251,-2.655654,1,0.470068188
2002,NO69,Red,Red,57.06489467,-2.522987333,11,0.470068188
2002,NO77,Red,Red,56.8668465,-2.4772905,7,0.092430382
2002,NO79,Red,Red,57.04802733,-2.429648333,3,0.391035075
2002,NO88,Grey,Grey,56.962831,-2.221408,1,0.142319313
2002,NR79,Red,Red,56.07471,-5.547055,1,0.154255284
2002,NR86,Red,Red,55.830741,-5.447311,2,0.488927412
2002,NR88,Red,Red,56.024393,-5.450922,1,0.524428963
2002,NR89,Red,Red,56.089071,-5.473822,3,0.514511979
2002,NR99,Red,Red,56.1117825,-5.262431,2,0.505284241
