Year,OSGR10km,Latitude(WGS84),Longitude(WGS84),Forest Cover(%),CountRed,CountGrey,%Red,%Grey
1981,NO33,56.4848015,-3.032691,0.106139225,2,0,1,0
1981,NO34,56.551319,-3.132104,0.107557369,1,0,1,0
1981,NO41,56.301893,-2.866146,0.065521543,0,1,0,1
1981,NO42,56.43006975,-2.84474275,0.220115118,3,1,0.75,0.25
1981,NO44,56.553417,-2.871884,0.104656114,1,0,1,0
1981,NS49,56.122496,-4.494957,0.480460827,1,0,1,0
1981,NS69,56.116358,-4.100435,0.126435046,1,0,1,0
1981,NS78,56.02894,-3.951241,0.278273626,0,1,0,1
1981,NS79,56.1456602,-4.0075322,0.158513647,4,1,0.8,0.2
1981,NS89,56.14717267,-3.854603833,0.104547794,0,6,0,1
1981,NS99,56.158462,-3.700165,0.228417202,1,0,1,0
1981,NT19,56.153897,-3.361468,0.170236278,0,2,0,1
1981,NT27,55.978805,-3.197852,0.049180864,0,1,0,1
1982,NC80,57.989042,-3.954356,0.227357823,1,0,1,0
1982,NH64,57.45982,-4.277796,0.237866924,2,0,1,0
1982,NN53,56.479545,-4.320212,0.179746914,2,0,1,0
1982,NN70,56.180019,-4.055575,0.30401815,1,0,1,0
1982,NO36,56.749503,-3.07265,0.159996286,1,0,1,0
1982,NO41,56.329172,-2.818249,0.065521543,1,0,1,0
1982,NO42,56.40093,-2.83599,0.220115118,1,0,1,0
1982,NO44,56.607427,-2.856838,0.104656114,1,0,1,0
1982,NS79,56.15793,-4.005281,0.158513647,1,0,1,0
1982,NS89,56.1373225,-3.9164945,0.104547794,0,2,0,1
1982,NT06,55.86678867,-3.498001,0.186688283,0,3,0,1
1982,NT07,55.992808,-3.48045,0.116464456,0,1,0,1
1982,NT19,56.141815,-3.336497,0.170236278,0,1,0,1
1983,NH52,57.27825,-4.448234,0.358523378,1,0,1,0
1983,NH89,57.953245,-4.003106,0.032315655,1,0,1,0
1983,NN50,56.1837405,-4.2789585,0.527976203,0,2,0,1
1983,NN60,56.1963784,-4.2061868,0.317673331,0,6,0,1
1983,NN70,56.19492133,-4.032473333,0.30401815,2,1,0.666666667,0.333333333
1983,NN95,56.710622,-3.765025,0.421215582,1,0,1,0
1983,NO32,56.381767,-2.997512,0.062492866,1,0,1,0
1983,NO33,56.489157,-3.04905,0.106139225,1,0,1,0
1983,NO79,57.056861,-2.333827,0.391035075,1,0,1,0
1983,NS68,56.069503,-4.210351,0.279522954,0,1,0,1
